year,player,team,games,points,assists,blocks,rebounds
2011,Jerry Stackhouse,Miami Heat,7,12,3,2,7
2011,Lance Stephenson,Indiana Pacers,12,37,21,0,18
2011,DeShawn Stevenson,Dallas Mavericks,72,383,77,5,106
2011,Peja Stojakovic,New Orleans Hurricanes,6,45,6,0,6
2011,Peja Stojakovic,Toronto Raptors,2,20,1,0,3
2011,Peja Stojakovic,Dallas Mavericks,25,215,22,2,66
2011,Amar'e Stoudemire,New York Knicks,78,1971,202,150,636
2011,Rodney Stuckey,Detroit Pistons,70,1082,361,10,216
2011,DaJuan Summers,Detroit Pistons,22,74,2,1,12
2011,Pape Sy,Atlanta Hawks,3,7,2,0,3
2011,Jermaine Taylor,Houston Rockets,8,39,2,2,9
2011,Jermaine Taylor,Sacramento Kings,26,184,30,3,53
2011,Jeff Teague,Atlanta Hawks,70,361,138,25,102
2011,Sebastian Telfair,Minnesota Timberwolves,37,266,111,3,54
2011,Garrett Temple,San Antonio Spurs,3,2,2,1,2
2011,Garrett Temple,Milwaukee Bucks,9,17,6,1,6
2011,Garrett Temple,Charlotte Hornets,12,38,24,4,15
2011,Jason Terry,Dallas Mavericks,82,1293,334,13,153
2011,Hasheem Thabeet,Memphis Grizzlies,45,53,4,15,75
2011,Hasheem Thabeet,Houston Rockets,2,0,0,1,0
2011,Etan Thomas,Atlanta Hawks,13,32,2,4,23
2011,Kurt Thomas,Chicago Bulls,52,211,60,42,301
2011,Tyrus Thomas,Charlotte Hornets,41,419,29,66,224
2011,Jason Thompson,Sacramento Kings,75,663,88,44,454
2011,Al Thornton,Washington Wizards,49,393,51,9,156
2011,Al Thornton,Golden State Warriors,22,131,11,3,57
2011,Marcus Thornton,New Orleans Hurricanes,46,359,43,4,131
2011,Marcus Thornton,Sacramento Kings,27,574,92,5,127
2011,Anthony Tolliver,Minnesota Timberwolves,65,434,82,28,295
2011,Ronny Turiaf,New York Knicks,64,267,92,73,207
2011,Hedo Turkoglu,Phoenix Suns,25,237,58,14,100
2011,Hedo Turkoglu,Orlando Magic,56,640,285,20,256
2011,Evan Turner,Philadelphia 76ers,78,565,159,14,306
2011,Ekpe Udoh,Golden State Warriors,58,236,40,86,181
2011,Ime Udoka,San Antonio Spurs,20,14,13,1,19
2011,Beno Udrih,Sacramento Kings,79,1086,386,9,265
2011,Ben Uzoh,New Jersey Nets,42,158,69,8,61
2011,Anderson Varejao,Cleveland Cavaliers,31,282,45,38,301
2011,Greivis Vasquez,Memphis Grizzlies,70,249,151,4,73
2011,Charlie Villanueva,Detroit Pistons,76,840,48,42,295
2011,Sasha Vujacic,Los Angeles Lakers,11,20,5,0,4
2011,Sasha Vujacic,New Jersey Nets,56,636,127,5,182
2011,Dwyane Wade,Miami Heat,76,1941,346,87,485
2011,Von Wafer,Boston Celtics,58,184,35,5,49
2011,Henry Walker,New York Knicks,61,298,34,6,122
2011,John Wall,Washington Wizards,69,1131,574,35,317
2011,Ben Wallace,Detroit Pistons,54,154,72,54,350
2011,Gerald Wallace,Charlotte Hornets,48,749,116,48,394
2011,Gerald Wallace,Portland Trail Blazers,23,364,57,15,175
2011,Luke Walton,Los Angeles Lakers,54,91,62,4,67
2011,Willie Warren,Los Angeles Clippers,19,37,27,0,12
2011,Hakim Warrick,Phoenix Suns,80,669,69,9,296
2011,C.J. Watson,Chicago Bulls,82,405,186,11,94
2011,Earl Watson,Utah Jazz,80,343,278,17,182
2011,Kyle Weaver,Utah Jazz,5,28,7,2,10
2011,Martell Webster,Minnesota Timberwolves,46,453,53,9,147
2011,Sonny Weems,Toronto Raptors,59,545,104,2,153
2011,David West,New Orleans Hurricanes,70,1322,164,62,529
2011,Delonte West,Boston Celtics,24,135,64,10,37
2011,Mario West,New Jersey Nets,6,22,10,0,11
2011,Russell Westbrook,Oklahoma City Thunder,82,1793,670,30,379
2011,D.J. White,Oklahoma City Thunder,23,65,4,8,52
2011,D.J. White,Charlotte Hornets,24,203,15,12,106
2011,Hassan Whiteside,Sacramento Kings,1,0,0,0,0
2011,Chris Wilcox,Detroit Pistons,57,424,43,17,271
2011,Damien Wilkins,Atlanta Hawks,52,180,41,9,90
2011,Deron Williams,Utah Jazz,53,1129,514,12,205
2011,Deron Williams,New Jersey Nets,12,180,153,3,55
2011,Jason Williams,Orlando Magic,16,33,24,0,22
2011,Jason Williams,Memphis Grizzlies,11,21,28,1,8
2011,Jawad Williams,Cleveland Cavaliers,26,104,22,3,48
2011,Lou Williams,Philadelphia 76ers,75,1027,252,17,149
2011,Marvin Williams,Atlanta Hawks,65,676,88,23,313
2011,Mo Williams,Cleveland Cavaliers,36,477,257,10,97
2011,Mo Williams,Los Angeles Clippers,22,335,123,0,56
2011,Reggie Williams,Golden State Warriors,80,738,121,3,216
2011,Shawne Williams,New York Knicks,64,454,47,51,239
2011,Shelden Williams,Denver Nuggets,42,198,19,22,223
2011,Shelden Williams,New York Knicks,17,66,13,4,50
2011,Terrence Williams,New Jersey Nets,10,67,31,0,36
2011,Terrence Williams,Houston Rockets,11,39,7,0,15
2011,Metta World,Los Angeles Lakers,82,697,175,36,267
2011,Antoine Wright,Sacramento Kings,7,2,0,0,3
2011,Brandan Wright,Golden State Warriors,21,83,5,10,41
2011,Brandan Wright,New Jersey Nets,16,58,7,7,48
2011,Dorell Wright,Golden State Warriors,82,1344,242,63,431
2011,Julian Wright,Toronto Raptors,52,188,58,20,118
2011,Nick Young,Washington Wizards,64,1115,75,17,174
2011,Sam Young,Memphis Grizzlies,78,572,71,23,187
2011,Thaddeus Young,Philadelphia 76ers,82,1045,82,26,434
2012,Jeff Adrien,Houston Rockets,8,21,1,2,22
2012,Arron Afflalo,Denver Nuggets,62,943,149,13,197
2012,Blake Ahearn,Utah Jazz,4,10,1,0,2
2012,Solomon Alabi,Toronto Raptors,14,33,3,9,47
2012,Cole Aldrich,Oklahoma City Thunder,26,57,3,16,48
2012,LaMarcus Aldridge,Portland Trail Blazers,55,1191,134,45,442
2012,Lavoy Allen,Philadelphia 76ers,41,169,34,18,171
2012,Ray Allen,Boston Celtics,46,655,109,8,142
2012,Tony Allen,Memphis Grizzlies,58,568,79,33,233
2012,Morris Almond,Washington Wizards,4,14,2,0,8
2012,Al-Farouq Aminu,New Orleans Hurricanes,66,399,66,34,308
2012,Lou Amundson,Indiana Pacers,60,213,14,44,222
2012,Chris Andersen,Denver Nuggets,32,168,6,46,148
2012,Alan Anderson,Toronto Raptors,17,163,26,3,34
2012,James Anderson,San Antonio Spurs,51,190,41,2,79
2012,Ryan Anderson,Orlando Magic,61,980,54,26,471
2012,Carmelo Anthony,New York Knicks,55,1245,200,24,344
2012,Joel Anthony,Miami Heat,64,219,9,84,250
2012,Gilbert Arenas,Memphis Grizzlies,17,72,18,1,18
2012,Trevor Ariza,New Orleans Hurricanes,41,444,135,25,215
2012,Omer Asik,Chicago Bulls,66,205,32,68,350
2012,D.J. Augustin,Charlotte Hornets,48,532,307,1,109
2012,Gustavo Ayon,New Orleans Hurricanes,54,319,74,46,265
2012,Jeff Ayres,Indiana Pacers,20,34,4,2,33
2012,Kelenna Azubuike,Dallas Mavericks,3,7,0,0,0
2012,Luke Babbitt,Portland Trail Blazers,40,202,16,4,95
2012,Renaldo Balkman,New York Knicks,14,42,5,3,26
2012,Leandro Barbosa,Toronto Raptors,42,512,63,7,79
2012,Leandro Barbosa,Indiana Pacers,22,196,33,0,49
2012,J.J. Barea,Minnesota Timberwolves,41,463,232,0,114
2012,Andrea Bargnani,Toronto Raptors,31,603,61,15,172
2012,Matt Barnes,Los Angeles Lakers,63,491,126,48,344
2012,Earl Barron,Golden State Warriors,2,4,0,0,1
2012,Brandon Bass,Boston Celtics,59,738,55,54,365
2012,Tony Battie,Philadelphia 76ers,27,42,16,6,67
2012,Shane Battier,Miami Heat,65,311,82,33,156
2012,Nicolas Batum,Portland Trail Blazers,59,818,84,60,271
2012,Jerryd Bayless,Toronto Raptors,31,353,118,4,66
2012,Michael Beasley,Minnesota Timberwolves,47,541,45,19,207
2012,Rodrigue Beaubois,Dallas Mavericks,53,472,152,28,151
2012,Marco Belinelli,New Orleans Hurricanes,66,780,101,5,172
2012,Raja Bell,Utah Jazz,34,217,38,2,49
2012,Keith Benson,Golden State Warriors,3,0,0,0,3
2012,Mike Bibby,New York Knicks,39,103,80,3,59
2012,Andris Biedrins,Golden State Warriors,47,79,16,45,176
2012,Chauncey Billups,Los Angeles Clippers,20,299,80,3,50
2012,Bismack Biyombo,Charlotte Hornets,63,327,27,115,368
2012,DeJuan Blair,San Antonio Spurs,64,611,78,12,351
2012,Steve Blake,Los Angeles Lakers,53,276,175,2,85
2012,Andray Blatche,Washington Wizards,26,221,28,17,150
2012,Eric Bledsoe,Los Angeles Clippers,40,132,66,14,65
2012,Keith Bogans,New Jersey Nets,5,21,3,0,11
2012,Andrew Bogut,Milwaukee Bucks,12,136,31,24,100
2012,Matt Bonner,San Antonio Spurs,65,429,61,21,214
2012,Trevor Booker,Washington Wizards,50,419,40,43,325
2012,Carlos Boozer,Chicago Bulls,66,991,125,24,564
2012,Chris Bosh,Miami Heat,57,1025,103,45,452
2012,Earl Boykins,Houston Rockets,8,39,17,0,11
2012,Craig Brackins,Philadelphia 76ers,14,22,8,1,15
2012,Avery Bradley,Boston Celtics,64,484,87,12,115
2012,Elton Brand,Philadelphia 76ers,60,659,97,97,429
2012,Corey Brewer,Denver Nuggets,59,525,88,17,150
2012,Ronnie Brewer,Chicago Bulls,66,455,137,21,231
2012,Jon Brockman,Milwaukee Bucks,35,37,9,1,75
2012,MarShon Brooks,New Jersey Nets,56,708,131,15,200
2012,Derrick Brown,Charlotte Hornets,65,524,67,12,236
2012,Kwame Brown,Golden State Warriors,9,57,4,0,57
2012,Shannon Brown,Phoenix Suns,59,650,69,15,157
2012,Kobe Bryant,Los Angeles Lakers,58,1616,264,18,313
2012,Chase Budinger,Houston Rockets,58,558,74,7,217
2012,Alec Burks,Utah Jazz,59,425,55,5,132
2012,Caron Butler,Los Angeles Clippers,63,753,78,9,230
2012,Jimmy Butler,Chicago Bulls,42,109,14,5,56
2012,Rasual Butler,Toronto Raptors,34,110,19,5,66
2012,Derrick Byars,San Antonio Spurs,2,10,1,0,11
2012,Andrew Bynum,Los Angeles Lakers,60,1123,85,116,709
2012,Will Bynum,Detroit Pistons,36,204,66,3,56
2012,Jose Calderon,Toronto Raptors,53,555,468,3,160
2012,Marcus Camby,Portland Trail Blazers,40,152,75,56,354
2012,Marcus Camby,Houston Rockets,19,135,32,29,176
2012,Brian Cardinal,Dallas Mavericks,44,43,16,2,34
2012,DeMarre Carroll,Denver Nuggets,4,12,3,0,3
2012,DeMarre Carroll,Utah Jazz,20,95,15,1,50
2012,Matt Carroll,Charlotte Hornets,53,142,38,7,58
2012,Anthony Carter,Toronto Raptors,24,47,34,4,33
2012,Vince Carter,Dallas Mavericks,61,615,139,25,205
2012,Omri Casspi,Cleveland Cavaliers,65,459,66,21,228
2012,Mario Chalmers,Miami Heat,64,627,222,11,171
2012,Tyson Chandler,New York Knicks,62,699,56,89,612
2012,Wilson Chandler,Denver Nuggets,8,75,17,6,41
2012,Josh Childress,Phoenix Suns,34,100,34,6,95
2012,Earl Clark,Orlando Magic,45,123,18,32,124
2012,Norris Cole,Miami Heat,65,441,133,2,91
2012,Jason Collins,Atlanta Hawks,30,39,10,3,48
2012,Darren Collison,Indiana Pacers,60,621,287,14,187
2012,Nick Collison,Oklahoma City Thunder,63,284,82,28,274
2012,Mike Conley,Memphis Grizzlies,62,788,404,11,156
2012,Brian Cook,Los Angeles Clippers,16,31,2,4,23
2012,Brian Cook,Washington Wizards,16,50,8,1,40
2012,Daequan Cook,Oklahoma City Thunder,57,311,15,11,122
2012,DeMarcus Cousins,Sacramento Kings,64,1160,102,75,703
2012,Jamal Crawford,Portland Trail Blazers,60,837,191,14,118
2012,Jordan Crawford,Washington Wizards,64,938,190,5,168
2012,Dante Cunningham,Memphis Grizzlies,64,333,37,34,246
2012,Eddy Curry,Miami Heat,14,30,1,2,12
2012,Stephen Curry,Golden State Warriors,26,383,138,8,88
2012,Samuel Dalembert,Houston Rockets,65,490,33,111,456
2012,Erick Dampier,Atlanta Hawks,15,2,4,4,25
2012,Marquis Daniels,Boston Celtics,38,121,47,9,66
2012,Baron Davis,New York Knicks,29,178,135,3,56
2012,Ed Davis,Toronto Raptors,66,415,60,63,438
2012,Glen Davis,Orlando Magic,61,566,47,19,331
2012,Josh Davis,Memphis Grizzlies,15,28,6,1,27
2012,Eric Dawson,San Antonio Spurs,4,15,0,2,10
2012,Austin Daye,Detroit Pistons,41,194,33,21,91
2012,Carlos Delfino,Milwaukee Bucks,54,488,123,10,208
2012,Luol Deng,Chicago Bulls,54,828,157,36,350
2012,Justin Dentmon,San Antonio Spurs,2,4,1,0,1
2012,Justin Dentmon,Toronto Raptors,4,22,9,0,7
2012,DeMar DeRozan,Toronto Raptors,63,1054,128,17,211
2012,Boris Diaw,Charlotte Hornets,37,272,158,19,195
2012,Boris Diaw,San Antonio Spurs,20,93,47,6,85
2012,Ike Diogu,San Antonio Spurs,2,2,0,0,1
2012,DeSagana Diop,Charlotte Hornets,27,31,23,13,85
2012,Keyon Dooling,Boston Celtics,46,182,51,2,39
2012,Toney Douglas,New York Knicks,38,237,77,1,72
2012,Goran Dragic,Houston Rockets,66,775,351,10,168
2012,Jared Dudley,Phoenix Suns,65,823,112,19,301
2012,Chris Duhon,Orlando Magic,63,237,151,9,102
2012,Tim Duncan,San Antonio Spurs,58,895,132,88,520
2012,Mike Dunleavy,Milwaukee Bucks,55,677,117,8,204
2012,Kevin Durant,Oklahoma City Thunder,66,1850,231,77,527
2012,Jerome Dyson,New Orleans Hurricanes,9,67,18,2,19
2012,Devin Ebanks,Los Angeles Lakers,24,97,12,6,54
2012,Wayne Ellington,Minnesota Timberwolves,51,311,33,10,99
2012,Monta Ellis,Golden State Warriors,37,811,223,12,127
2012,Monta Ellis,Milwaukee Bucks,21,370,123,6,73
2012,Francisco Elson,Philadelphia 76ers,5,2,1,1,1
2012,Andre Emmett,New Jersey Nets,6,13,1,1,6
2012,Semih Erden,Cleveland Cavaliers,28,99,9,5,72
2012,Jeremy Evans,Utah Jazz,29,62,13,24,50
2012,Maurice Evans,Washington Wizards,24,117,9,0,24
2012,Reggie Evans,Los Angeles Clippers,56,104,17,6,271
2012,Tyreke Evans,Sacramento Kings,63,1037,283,29,289
2012,Christian Eyenga,Cleveland Cavaliers,6,9,4,4,12
2012,Christian Eyenga,Los Angeles Lakers,1,8,1,1,2
2012,Kenneth Faried,Denver Nuggets,46,471,36,47,352
2012,Jordan Farmar,New Jersey Nets,39,406,129,2,61
2012,Derrick Favors,Utah Jazz,65,570,43,65,425
2012,Raymond Felton,Portland Trail Blazers,60,684,390,10,149
2012,Rudy Fernandez,Denver Nuggets,31,268,75,3,65
2012,Kyrylo Fesenko,Indiana Pacers,3,8,1,0,9
2012,Landry Fields,New York Knicks,66,580,169,17,278
2012,Derek Fisher,Los Angeles Lakers,43,252,142,3,92
2012,Derek Fisher,Oklahoma City Thunder,20,98,28,1,29
2012,Jonny Flynn,Houston Rockets,11,37,28,1,8
2012,Jonny Flynn,Portland Trail Blazers,18,94,68,1,31
2012,Jeff Foote,New Orleans Hurricanes,4,4,0,1,6
2012,Gary Forbes,Toronto Raptors,48,319,54,4,102
2012,T.J. Ford,San Antonio Spurs,14,51,45,2,18
2012,Courtney Fortson,Los Angeles Clippers,4,17,5,0,8
2012,Courtney Fortson,Houston Rockets,6,18,5,0,7
2012,Jeff Foster,Indiana Pacers,11,25,4,1,42
2012,Randy Foye,Los Angeles Clippers,65,712,146,24,138
2012,Jimmer Fredette,Sacramento Kings,61,462,108,3,73
2012,Channing Frye,Phoenix Suns,64,674,88,70,379
2012,Dan Gadzuric,New York Knicks,2,0,0,1,5
2012,Sundiata Gaines,New Jersey Nets,57,291,126,2,108
2012,Danilo Gallinari,Denver Nuggets,43,628,116,23,202
2012,Francisco Garcia,Sacramento Kings,49,234,31,37,99
2012,Kevin Garnett,Boston Celtics,60,947,175,61,494
2012,Marc Gasol,Memphis Grizzlies,65,952,204,121,579
2012,Pau Gasol,Los Angeles Lakers,65,1129,237,88,678
2012,Rudy Gay,Memphis Grizzlies,65,1232,147,55,417
2012,Alonzo Gee,Cleveland Cavaliers,63,665,113,17,322
2012,Paul George,Indiana Pacers,66,798,158,38,370
2012,Daniel Gibson,Cleveland Cavaliers,35,263,76,16,101
2012,Taj Gibson,Chicago Bulls,63,484,47,81,332
2012,Manu Ginobili,San Antonio Spurs,34,440,151,12,116
2012,Mickell Gladness,Miami Heat,8,2,2,1,11
2012,Mickell Gladness,Golden State Warriors,18,54,3,19,47
2012,Ryan Gomes,Los Angeles Clippers,32,74,12,0,61
2012,Drew Gooden,Milwaukee Bucks,56,766,144,34,363
2012,Ben Gordon,Detroit Pistons,52,648,127,11,121
2012,Eric Gordon,New Orleans Hurricanes,9,185,31,4,25
2012,Marcin Gortat,Phoenix Suns,66,1017,59,99,659
2012,Andrew Goudelock,Los Angeles Lakers,40,175,20,0,31
2012,Danny Granger,Indiana Pacers,62,1159,109,40,307
2012,Aaron Gray,Toronto Raptors,49,191,27,17,281
2012,Danny Green,San Antonio Spurs,66,603,86,46,228
2012,Gerald Green,New Jersey Nets,31,400,34,17,108
2012,Willie Green,Atlanta Hawks,53,404,40,6,80
2012,Donte Greene,Sacramento Kings,53,285,34,29,133
2012,Blake Griffin,Los Angeles Clippers,66,1368,210,48,717
2012,Hamed Haddadi,Memphis Grizzlies,35,70,8,26,71
2012,Jordan Hamilton,Denver Nuggets,26,115,20,3,62
2012,Richard Hamilton,Chicago Bulls,28,326,84,1,66
2012,Tyler Hansbrough,Indiana Pacers,66,614,30,9,290
2012,Luke Harangody,Cleveland Cavaliers,21,60,6,3,53
2012,James Harden,Oklahoma City Thunder,62,1044,229,15,252
2012,Justin Harper,Orlando Magic,14,20,2,3,12
2012,Josh Harrellson,New York Knicks,37,162,11,20,144
2012,Al Harrington,Denver Nuggets,64,910,88,12,390
2012,Devin Harris,Utah Jazz,63,715,316,13,112
2012,Manny Harris,Cleveland Cavaliers,26,173,31,6,70
2012,Terrel Harris,Miami Heat,22,80,26,2,51
2012,Tobias Harris,Milwaukee Bucks,42,208,22,7,101
2012,Udonis Haslem,Miami Heat,64,385,42,24,470
2012,Spencer Hawes,Philadelphia 76ers,37,355,98,48,270
2012,Chuck Hayes,Sacramento Kings,54,172,77,17,234
2012,Gordon Hayward,Utah Jazz,66,782,207,41,230
2012,Lazar Hayward,Oklahoma City Thunder,26,37,4,1,16
2012,Brendan Haywood,Dallas Mavericks,54,281,19,54,324
2012,Gerald Henderson,Charlotte Hornets,55,830,126,20,225
2012,Xavier Henry,New Orleans Hurricanes,45,239,35,8,106
2012,Roy Hibbert,Indiana Pacers,65,834,108,128,572
2012,J.J. Hickson,Sacramento Kings,35,165,22,17,177
2012,J.J. Hickson,Portland Trail Blazers,19,287,23,18,158
2012,Cory Higgins,Charlotte Hornets,38,150,36,6,35
2012,Nene Hilario,Denver Nuggets,28,376,61,25,208
2012,Nene Hilario,Washington Wizards,11,159,19,13,83
2012,George Hill,Indiana Pacers,50,481,145,17,151
2012,Grant Hill,Phoenix Suns,49,499,107,29,171
2012,Jordan Hill,Houston Rockets,32,161,14,21,155
2012,Jordan Hill,Los Angeles Lakers,7,33,2,6,31
2012,Kirk Hinrich,Atlanta Hawks,48,316,132,11,101
2012,Darington Hobson,Milwaukee Bucks,5,4,6,0,3
2012,Jrue Holiday,Philadelphia 76ers,65,879,290,18,212
2012,Ryan Hollins,Cleveland Cavaliers,24,89,6,12,56
2012,Ryan Hollins,Boston Celtics,15,42,3,5,26
2012,Tyler Honeycutt,Sacramento Kings,15,20,7,3,14
2012,Al Horford,Atlanta Hawks,11,136,24,14,77
2012,Dennis Horner,New Jersey Nets,8,5,0,0,5
2012,Dwight Howard,Orlando Magic,54,1113,104,116,785
2012,Josh Howard,Utah Jazz,43,372,50,10,158
2012,Juwan Howard,Miami Heat,28,42,10,1,47
2012,Lester Hudson,Cleveland Cavaliers,13,165,35,3,46
2012,Lester Hudson,Memphis Grizzlies,3,9,1,0,0
2012,Larry Hughes,Orlando Magic,9,12,7,0,5
2012,Kris Humphries,New Jersey Nets,62,855,90,74,681
2012,Serge Ibaka,Oklahoma City Thunder,66,603,28,241,498
2012,Andre Iguodala,Philadelphia 76ers,62,771,339,30,381
2012,Ersan Ilyasova,Milwaukee Bucks,60,782,71,44,529
2012,Kyrie Irving,Cleveland Cavaliers,51,944,275,20,191
2012,Royal Ivey,Oklahoma City Thunder,34,71,10,0,24
2012,Jarrett Jack,New Orleans Hurricanes,45,700,285,9,176
2012,Reggie Jackson,Oklahoma City Thunder,45,140,71,1,53
2012,Stephen Jackson,Milwaukee Bucks,26,274,77,6,82
2012,Stephen Jackson,San Antonio Spurs,21,187,41,7,81
2012,Damion James,New Jersey Nets,7,34,3,7,33
2012,LeBron James,Miami Heat,62,1683,387,50,492
2012,Mike James,Chicago Bulls,11,53,29,2,10
2012,Antawn Jamison,Cleveland Cavaliers,65,1118,131,43,408
2012,Al Jefferson,Utah Jazz,61,1170,134,101,585
2012,Richard Jefferson,San Antonio Spurs,41,379,55,12,143
2012,Richard Jefferson,Golden State Warriors,22,199,33,7,76
2012,Jared Jeffries,New York Knicks,39,170,26,25,152
2012,Charles Jenkins,Golden State Warriors,51,297,170,6,68
2012,Brandon Jennings,Milwaukee Bucks,66,1260,365,22,226
2012,Jonas Jerebko,Detroit Pistons,64,556,43,21,308
2012,Yi Jianlian,Dallas Mavericks,30,79,5,8,49
2012,Amir Johnson,Toronto Raptors,64,452,79,69,408
2012,Armon Johnson,Portland Trail Blazers,1,2,0,0,1
2012,Armon Johnson,New Jersey Nets,8,45,11,0,12
2012,Carldell Johnson,New Orleans Hurricanes,15,27,22,0,9
2012,Chris Johnson,Portland Trail Blazers,20,32,1,8,18
2012,Chris Johnson,New Orleans Hurricanes,7,23,1,1,22
2012,Ivan Johnson,Atlanta Hawks,56,356,32,18,226
2012,JaJuan Johnson,Boston Celtics,36,114,6,14,58
2012,James Johnson,Toronto Raptors,62,566,122,84,292
2012,Joe Johnson,Atlanta Hawks,60,1129,232,13,221
2012,Trey Johnson,New Orleans Hurricanes,11,21,4,0,12
2012,Wesley Johnson,Minnesota Timberwolves,65,393,59,48,177
2012,Dahntay Jones,Indiana Pacers,65,346,63,11,117
2012,Dominique Jones,Dallas Mavericks,33,88,42,5,44
2012,James Jones,Miami Heat,51,185,19,9,49
2012,Solomon Jones,Los Angeles Clippers,10,6,2,5,17
2012,Solomon Jones,New Orleans Hurricanes,11,61,7,6,41
2012,DeAndre Jordan,Los Angeles Clippers,66,486,17,134,546
2012,Jerome Jordan,New York Knicks,21,42,4,6,27
2012,Cory Joseph,San Antonio Spurs,29,58,34,3,25
2012,Chris Kaman,New Orleans Hurricanes,47,616,101,77,364
2012,Enes Kanter,Utah Jazz,66,304,8,23,278
2012,Jason Kapono,Los Angeles Lakers,27,54,11,0,14
2012,D.J. Kennedy,Cleveland Cavaliers,2,12,3,0,7
2012,Jason Kidd,Dallas Mavericks,48,299,264,10,198
2012,Linas Kleiza,Toronto Raptors,49,473,46,4,199
2012,Brandon Knight,Detroit Pistons,66,847,251,10,211
2012,Kyle Korver,Chicago Bulls,65,529,112,15,159
2012,Kosta Koufos,Denver Nuggets,48,263,15,41,258
2012,Carl Landry,New Orleans Hurricanes,41,511,38,12,214
2012,Ty Lawson,Denver Nuggets,61,999,401,6,227
2012,Courtney Lee,Houston Rockets,58,660,88,22,159
2012,David Lee,Golden State Warriors,57,1147,162,22,545
2012,Malcolm Lee,Minnesota Timberwolves,19,62,31,4,26
2012,Kawhi Leonard,San Antonio Spurs,64,507,70,24,327
2012,Travis Leslie,Los Angeles Clippers,10,14,5,2,9
2012,Jon Leuer,Milwaukee Bucks,46,218,25,17,120
2012,Rashard Lewis,Washington Wizards,28,217,27,10,109
2012,DeAndre Liggins,Orlando Magic,17,33,5,0,15
2012,Jeremy Lin,New York Knicks,35,512,216,9,107
2012,Shaun Livingston,Milwaukee Bucks,58,318,122,20,123
2012,Brook Lopez,New Jersey Nets,5,96,6,4,18
2012,Robin Lopez,Phoenix Suns,64,348,20,60,209
2012,Kevin Love,Minnesota Timberwolves,55,1432,111,28,734
2012,Kyle Lowry,Houston Rockets,47,670,310,14,213
2012,John Lucas,Chicago Bulls,49,369,108,1,76
2012,Shelvin Mack,Washington Wizards,64,230,131,2,92
2012,Vernon Macklin,Detroit Pistons,23,46,5,4,34
2012,Corey Maggette,Charlotte Hornets,32,480,39,1,125
2012,Jamaal Magloire,Toronto Raptors,34,41,6,10,113
2012,Ian Mahinmi,Dallas Mavericks,61,354,12,31,289
2012,Shawn Marion,Dallas Mavericks,63,670,132,36,465
2012,Cartier Martin,Washington Wizards,17,158,10,2,58
2012,Kenyon Martin,Los Angeles Clippers,42,217,18,43,181
2012,Kevin Martin,Houston Rockets,40,682,110,3,106
2012,Roger Mason,Washington Wizards,52,286,47,5,69
2012,Wesley Matthews,Portland Trail Blazers,66,904,113,15,224
2012,Jason Maxiell,Detroit Pistons,65,424,41,50,333
2012,Eric Maynor,Oklahoma City Thunder,9,38,22,0,13
2012,O.J. Mayo,Memphis Grizzlies,66,833,169,23,210
2012,Luc Mbah,Milwaukee Bucks,43,333,29,22,227
2012,JaVale McGee,Washington Wizards,41,486,25,101,362
2012,JaVale McGee,Denver Nuggets,20,205,6,31,115
2012,Tracy McGrady,Atlanta Hawks,52,273,110,15,154
2012,Dominic McGuire,Golden State Warriors,64,227,110,36,246
2012,Josh McRoberts,Los Angeles Lakers,50,138,51,18,171
2012,Jodie Meeks,Philadelphia 76ers,66,556,54,3,161
2012,C.J. Miles,Utah Jazz,56,508,69,18,116
2012,Darko Milicic,Minnesota Timberwolves,29,134,17,25,97
2012,Andre Miller,Denver Nuggets,66,639,441,9,221
2012,Brad Miller,Minnesota Timberwolves,15,35,24,2,19
2012,Mike Miller,Miami Heat,39,237,42,6,128
2012,Patty Mills,San Antonio Spurs,16,165,39,1,28
2012,Paul Millsap,Utah Jazz,64,1061,150,52,563
2012,Nazr Mohammed,Oklahoma City Thunder,63,171,14,37,170
2012,Greg Monroe,Detroit Pistons,66,1015,152,46,637
2012,Jamario Moon,Charlotte Hornets,8,18,5,5,22
2012,E'Twaun Moore,Boston Celtics,38,110,34,3,33
2012,Mikki Moore,Golden State Warriors,7,24,5,3,22
2012,Darius Morris,Los Angeles Lakers,19,46,21,0,16
2012,Marcus Morris,Houston Rockets,17,40,3,2,16
2012,Markieff Morris,Phoenix Suns,63,467,65,42,279
2012,Anthony Morrow,New Jersey Nets,62,747,61,9,127
2012,Timofey Mozgov,Denver Nuggets,44,239,22,42,179
2012,Byron Mullens,Charlotte Hornets,65,606,57,52,327
2012,Troy Murphy,Los Angeles Lakers,59,188,51,16,191
2012,Hamady N'Diaye,Washington Wizards,3,0,0,0,0
2012,Eduardo Najera,Charlotte Hornets,22,58,12,4,50
2012,Steve Nash,Phoenix Suns,62,772,664,8,186
2012,Gary Neal,San Antonio Spurs,56,557,117,2,118
2012,Jameer Nelson,Orlando Magic,57,676,325,5,181
2012,Joakim Noah,Chicago Bulls,64,652,160,92,629
2012,Andres Nocioni,Philadelphia 76ers,11,17,1,1,14
2012,Steve Novak,New York Knicks,54,477,12,9,104
2012,Dirk Nowitzki,Dallas Mavericks,62,1342,136,30,418
2012,Jermaine O'Neal,Boston Celtics,25,125,10,43,135
2012,Lamar Odom,Dallas Mavericks,50,332,83,18,208
2012,Emeka Okafor,New Orleans Hurricanes,27,266,24,26,213
