year,player,team,games,points,assists,blocks,rebounds
2013,Luke Zeller,Phoenix Suns,16,19,3,0,10
2013,Tyler Zeller,Cleveland Cavaliers,77,610,96,70,438
2014,Quincy Acy,Toronto Raptors,7,19,4,3,15
2014,Quincy Acy,Sacramento Kings,56,152,24,23,201
2014,Steven Adams,Oklahoma City Thunder,81,265,43,57,332
2014,Jeff Adrien,Charlotte Hornets,25,57,7,15,88
2014,Jeff Adrien,Milwaukee Bucks,28,305,31,21,218
2014,Arron Afflalo,Orlando Magic,73,1330,248,3,262
2014,Alexis Ajinca,New Orleans Pelicans,56,328,40,46,277
2014,Cole Aldrich,New York Knicks,46,92,14,30,129
2014,LaMarcus Aldridge,Portland Trail Blazers,69,1603,178,68,765
2014,Lavoy Allen,Philadelphia 76ers,51,263,65,27,277
2014,Lavoy Allen,Indiana Pacers,14,40,6,6,34
2014,Ray Allen,Miami Heat,73,701,143,8,205
2014,Tony Allen,Memphis Grizzlies,55,495,94,19,208
2014,Al-Farouq Aminu,New Orleans Pelicans,80,572,114,38,496
2014,Lou Amundson,New Orleans Pelicans,18,38,6,11,55
2014,Lou Amundson,Chicago Bulls,1,0,0,0,0
2014,Chris Andersen,Miami Heat,72,477,19,97,379
2014,Alan Anderson,Brooklyn Nets,78,564,81,11,175
2014,James Anderson,Philadelphia 76ers,80,810,149,28,300
2014,Ryan Anderson,New Orleans Pelicans,22,436,17,7,142
2014,Giannis Antetokounmpo,Milwaukee Bucks,77,525,150,61,339
2014,Carmelo Anthony,New York Knicks,77,2112,242,51,622
2014,Joel Anthony,Miami Heat,12,6,0,4,7
2014,Joel Anthony,Boston Celtics,21,22,2,8,31
2014,Pero Antic,Atlanta Hawks,50,352,58,12,209
2014,Trevor Ariza,Washington Wizards,77,1107,191,20,475
2014,Hilton Armstrong,Golden State Warriors,15,25,5,4,47
2014,Darrell Arthur,Denver Nuggets,68,401,61,47,210
2014,Omer Asik,Houston Rockets,48,280,25,37,378
2014,D.J. Augustin,Toronto Raptors,10,21,10,0,4
2014,D.J. Augustin,Chicago Bulls,61,909,303,3,126
2014,Gustavo Ayon,Atlanta Hawks,26,112,28,10,125
2014,Jeff Ayres,San Antonio Spurs,73,240,60,25,258
2014,Chris Babb,Boston Celtics,14,22,3,0,17
2014,Luke Babbitt,New Orleans Pelicans,27,170,29,11,88
2014,Leandro Barbosa,Phoenix Suns,20,150,32,4,37
2014,J.J. Barea,Minnesota Timberwolves,79,660,303,0,154
2014,Andrea Bargnani,New York Knicks,42,558,45,52,222
2014,Harrison Barnes,Golden State Warriors,78,738,116,20,311
2014,Matt Barnes,Los Angeles Clippers,63,625,125,28,292
2014,Will Barton,Portland Trail Blazers,41,166,33,7,74
2014,Brandon Bass,Boston Celtics,82,911,87,71,470
2014,Shane Battier,Miami Heat,73,298,63,39,138
2014,Nicolas Batum,Portland Trail Blazers,82,1070,420,57,611
2014,Jerryd Bayless,Memphis Grizzlies,31,250,66,5,59
2014,Jerryd Bayless,Boston Celtics,41,416,128,4,86
2014,Aron Baynes,San Antonio Spurs,53,161,34,5,145
2014,Kent Bazemore,Golden State Warriors,44,101,20,6,40
2014,Kent Bazemore,Los Angeles Lakers,23,302,71,7,77
2014,Bradley Beal,Washington Wizards,73,1249,243,18,273
2014,Michael Beasley,Miami Heat,55,436,42,21,172
2014,Marco Belinelli,San Antonio Spurs,80,911,179,7,226
2014,Anthony Bennett,Cleveland Cavaliers,52,217,17,8,155
2014,Patrick Beverley,Houston Rockets,56,573,151,23,196
2014,Andris Biedrins,Utah Jazz,6,3,0,0,17
2014,Chauncey Billups,Detroit Pistons,19,72,42,1,28
2014,Bismack Biyombo,Charlotte Hornets,77,222,8,86,366
2014,DeJuan Blair,Dallas Mavericks,78,497,70,21,368
2014,Steve Blake,Los Angeles Lakers,27,256,205,2,103
2014,Steve Blake,Golden State Warriors,28,122,102,6,56
2014,Andray Blatche,Brooklyn Nets,73,821,112,38,390
2014,Eric Bledsoe,Phoenix Suns,43,763,235,14,202
2014,Vander Blue,Boston Celtics,3,5,1,0,3
2014,Keith Bogans,Boston Celtics,6,12,3,0,3
2014,Andrew Bogut,Golden State Warriors,67,492,112,121,671
2014,Matt Bonner,San Antonio Spurs,61,197,31,11,130
2014,Trevor Booker,Washington Wizards,72,491,64,45,379
2014,Carlos Boozer,Chicago Bulls,76,1042,118,22,632
2014,Chris Bosh,Miami Heat,79,1281,87,78,522
2014,Avery Bradley,Boston Celtics,60,891,85,11,226
2014,Elton Brand,Atlanta Hawks,73,419,74,88,361
2014,Corey Brewer,Minnesota Timberwolves,81,998,135,30,207
2014,Ronnie Brewer,Houston Rockets,23,7,10,1,14
2014,Ronnie Brewer,Chicago Bulls,1,0,0,0,0
2014,Aaron Brooks,Houston Rockets,43,299,83,6,62
2014,Aaron Brooks,Denver Nuggets,29,346,150,7,78
2014,MarShon Brooks,Boston Celtics,10,31,4,1,19
2014,MarShon Brooks,Golden State Warriors,7,13,0,0,5
2014,MarShon Brooks,Los Angeles Lakers,18,115,21,3,30
2014,Lorenzo Brown,Philadelphia 76ers,26,64,41,3,28
2014,Shannon Brown,San Antonio Spurs,10,23,5,0,13
2014,Shannon Brown,New York Knicks,19,40,4,0,15
2014,Kobe Bryant,Los Angeles Lakers,6,83,38,1,26
2014,Chase Budinger,Minnesota Timberwolves,41,274,31,2,103
2014,Reggie Bullock,Los Angeles Clippers,43,115,12,1,54
2014,Trey Burke,Utah Jazz,70,895,396,6,208
2014,Alec Burks,Utah Jazz,78,1089,212,14,257
2014,Caron Butler,Milwaukee Bucks,34,374,56,11,158
2014,Caron Butler,Oklahoma City Thunder,22,213,26,6,71
2014,Jimmy Butler,Chicago Bulls,67,878,175,36,330
2014,Rasual Butler,Indiana Pacers,50,136,17,9,41
2014,Dwight Buycks,Toronto Raptors,14,43,10,0,23
2014,Andrew Bynum,Cleveland Cavaliers,24,202,27,28,126
2014,Andrew Bynum,Indiana Pacers,2,23,2,1,19
2014,Will Bynum,Detroit Pistons,56,485,216,7,99
2014,Nick Calathes,Memphis Grizzlies,71,347,207,8,137
2014,Jose Calderon,Dallas Mavericks,81,925,377,11,192
2014,Kentavious Caldwell-Pope,Detroit Pistons,80,470,55,12,156
2014,Isaiah Canaan,Houston Rockets,22,101,22,4,24
2014,DeMarre Carroll,Atlanta Hawks,73,810,134,21,403
2014,Vince Carter,Dallas Mavericks,81,967,212,35,284
2014,Michael Carter-Williams,Philadelphia 76ers,70,1167,441,43,437
2014,Omri Casspi,Houston Rockets,71,490,88,14,260
2014,Mario Chalmers,Miami Heat,73,716,357,16,214
2014,Tyson Chandler,New York Knicks,55,480,59,63,529
2014,Wilson Chandler,Denver Nuggets,62,846,114,31,294
2014,Josh Childress,New Orleans Pelicans,4,0,2,0,3
2014,Dionte Christmas,Phoenix Suns,31,71,8,3,38
2014,Earl Clark,Cleveland Cavaliers,45,234,16,19,127
2014,Earl Clark,New York Knicks,9,23,2,6,16
2014,Ian Clark,Utah Jazz,23,68,15,2,19
2014,Victor Claver,Portland Trail Blazers,21,47,12,3,39
2014,Norris Cole,Miami Heat,82,527,248,5,160
2014,Jason Collins,Brooklyn Nets,22,25,4,1,19
2014,Darren Collison,Los Angeles Clippers,80,911,297,15,188
2014,Nick Collison,Oklahoma City Thunder,81,338,104,28,293
2014,Mike Conley,Memphis Grizzlies,73,1256,441,13,213
2014,Chris Copeland,Indiana Pacers,41,153,18,7,32
2014,DeMarcus Cousins,Sacramento Kings,71,1614,207,91,831
2014,Robert Covington,Houston Rockets,7,16,0,0,5
2014,Allen Crabbe,Portland Trail Blazers,15,33,6,1,9
2014,Jamal Crawford,Los Angeles Clippers,69,1282,223,12,158
2014,Jordan Crawford,Boston Celtics,39,536,224,3,120
2014,Jordan Crawford,Golden State Warriors,42,354,57,2,63
2014,Jae Crowder,Dallas Mavericks,78,356,60,21,194
2014,Dante Cunningham,Minnesota Timberwolves,81,510,83,58,330
2014,Jared Cunningham,Atlanta Hawks,5,2,3,0,1
2014,Jared Cunningham,Sacramento Kings,8,24,5,0,5
2014,Seth Curry,Memphis Grizzlies,1,0,0,0,0
2014,Seth Curry,Cleveland Cavaliers,1,3,0,0,1
2014,Stephen Curry,Golden State Warriors,78,1873,666,14,334
2014,Samuel Dalembert,Dallas Mavericks,80,529,38,94,541
2014,Troy Daniels,Houston Rockets,5,42,5,0,4
2014,Luigi Datome,Detroit Pistons,34,83,11,1,46
2014,Brandon Davies,Philadelphia 76ers,51,144,28,8,109
2014,Anthony Davis,New Orleans Pelicans,67,1394,105,189,673
2014,Ed Davis,Memphis Grizzlies,63,357,27,43,260
2014,Glen Davis,Orlando Magic,45,545,70,22,282
2014,Glen Davis,Los Angeles Clippers,23,96,7,7,69
2014,Austin Daye,Toronto Raptors,8,8,2,0,7
2014,Austin Daye,San Antonio Spurs,14,58,6,4,20
2014,Nando De,San Antonio Spurs,26,112,32,3,45
2014,Nando De,Toronto Raptors,21,65,33,3,28
2014,Dewayne Dedmon,Golden State Warriors,4,1,0,0,0
2014,Dewayne Dedmon,Philadelphia 76ers,11,37,3,9,49
2014,Dewayne Dedmon,Orlando Magic,16,59,2,13,78
2014,Matthew Dellavedova,Cleveland Cavaliers,72,339,187,5,123
2014,Luol Deng,Chicago Bulls,23,438,85,4,158
2014,Luol Deng,Cleveland Cavaliers,40,573,98,5,203
2014,DeMar DeRozan,Toronto Raptors,79,1791,313,28,343
2014,Boris Diaw,San Antonio Spurs,79,717,222,32,326
2014,Gorgui Dieng,Minnesota Timberwolves,60,286,39,50,300
2014,Toney Douglas,Golden State Warriors,24,88,19,2,26
2014,Toney Douglas,Miami Heat,27,114,49,3,61
2014,Chris Douglas-Roberts,Charlotte Hornets,49,339,51,16,119
2014,Goran Dragic,Phoenix Suns,76,1542,447,22,245
2014,Andre Drummond,Detroit Pistons,81,1095,35,131,1071
2014,Jared Dudley,Los Angeles Clippers,74,511,104,10,160
2014,Tim Duncan,San Antonio Spurs,74,1119,220,139,721
2014,Mike Dunleavy,Chicago Bulls,82,929,186,46,345
2014,Kevin Durant,Oklahoma City Thunder,81,2593,445,59,598
2014,Shane Edwards,Cleveland Cavaliers,2,2,0,0,2
2014,Wayne Ellington,Dallas Mavericks,45,145,19,2,43
2014,Monta Ellis,Dallas Mavericks,82,1560,471,23,295
2014,Melvin Ely,New Orleans Pelicans,2,6,0,1,1
2014,Jeremy Evans,Utah Jazz,66,401,44,46,310
2014,Reggie Evans,Brooklyn Nets,30,81,5,2,149
2014,Reggie Evans,Sacramento Kings,24,133,16,1,185
2014,Tyreke Evans,New Orleans Pelicans,72,1042,363,21,341
2014,Kenneth Faried,Denver Nuggets,80,1096,96,69,684
2014,Jordan Farmar,Los Angeles Lakers,41,416,199,8,104
2014,Vitor Faverani,Boston Celtics,37,164,16,27,128
2014,Derrick Favors,Utah Jazz,73,970,91,108,637
2014,Carrick Felix,Cleveland Cavaliers,7,19,4,0,6
2014,Raymond Felton,New York Knicks,65,630,365,27,197
2014,Landry Fields,Toronto Raptors,30,68,20,3,59
2014,Derek Fisher,Oklahoma City Thunder,81,425,117,3,122
2014,Evan Fournier,Denver Nuggets,76,638,112,7,202
2014,Randy Foye,Denver Nuggets,81,1068,287,39,232
2014,Jamaal Franklin,Memphis Grizzlies,21,39,6,2,23
2014,Jimmer Fredette,Sacramento Kings,41,241,61,3,45
2014,Jimmer Fredette,Chicago Bulls,8,32,3,0,7
2014,Joel Freeland,Portland Trail Blazers,52,174,36,22,208
2014,Channing Frye,Phoenix Suns,82,910,98,63,416
2014,Francisco Garcia,Houston Rockets,55,315,63,33,122
2014,Kevin Garnett,Brooklyn Nets,54,352,82,40,358
2014,Diante Garrett,Utah Jazz,71,248,120,5,97
2014,Marc Gasol,Memphis Grizzlies,59,859,215,76,424
2014,Pau Gasol,Los Angeles Lakers,60,1041,201,92,580
2014,Rudy Gay,Toronto Raptors,18,350,40,23,133
2014,Rudy Gay,Sacramento Kings,55,1107,169,33,304
2014,Alonzo Gee,Cleveland Cavaliers,65,258,47,15,149
2014,Paul George,Indiana Pacers,80,1737,283,22,542
2014,Taj Gibson,Chicago Bulls,82,1069,91,112,558
2014,Manu Ginobili,San Antonio Spurs,68,838,293,17,202
2014,Rudy Gobert,Utah Jazz,45,104,7,41,155
2014,Ryan Gomes,Oklahoma City Thunder,5,6,1,0,4
2014,Drew Gooden,Washington Wizards,22,183,15,7,114
2014,Archie Goodwin,Phoenix Suns,52,194,20,11,87
2014,Ben Gordon,Charlotte Hornets,19,99,21,2,27
2014,Eric Gordon,New Orleans Pelicans,64,988,208,12,165
2014,Marcin Gortat,Washington Wizards,81,1068,138,121,767
2014,Danny Granger,Indiana Pacers,29,242,33,13,105
2014,Danny Granger,Los Angeles Clippers,12,96,8,4,28
2014,Aaron Gray,Toronto Raptors,4,5,3,0,8
2014,Aaron Gray,Sacramento Kings,33,60,19,8,103
2014,Danny Green,San Antonio Spurs,68,618,104,61,229
2014,Draymond Green,Golden State Warriors,82,511,152,72,409
2014,Gerald Green,Phoenix Suns,82,1295,122,42,275
2014,Jeff Green,Boston Celtics,82,1382,138,47,380
2014,Willie Green,Los Angeles Clippers,55,273,50,11,78
2014,Blake Griffin,Los Angeles Clippers,80,1930,309,51,757
2014,Jorge Gutierrez,Brooklyn Nets,15,62,30,1,22
2014,Jordan Hamilton,Denver Nuggets,39,266,34,13,133
2014,Jordan Hamilton,Houston Rockets,21,138,18,7,61
2014,Justin Hamilton,Charlotte Hornets,1,0,0,0,0
2014,Justin Hamilton,Miami Heat,7,26,0,0,7
2014,Tyler Hansbrough,Toronto Raptors,64,312,17,19,287
2014,Tim Hardaway,New York Knicks,81,824,66,7,121
2014,James Harden,Houston Rockets,73,1851,446,29,344
2014,Maurice Harkless,Orlando Magic,80,592,80,50,264
2014,Josh Harrellson,Detroit Pistons,32,93,15,15,76
2014,Al Harrington,Washington Wizards,34,225,28,0,80
2014,Devin Harris,Dallas Mavericks,40,315,178,2,85
2014,Elias Harris,Los Angeles Lakers,2,0,1,0,1
2014,Manny Harris,Los Angeles Lakers,9,73,11,1,34
2014,Mike Harris,Utah Jazz,20,84,5,7,33
2014,Tobias Harris,Orlando Magic,61,893,82,24,424
2014,Udonis Haslem,Miami Heat,46,173,13,15,175
2014,Spencer Hawes,Philadelphia 76ers,53,688,176,67,452
2014,Spencer Hawes,Cleveland Cavaliers,27,365,64,27,208
2014,Chuck Hayes,Sacramento Kings,16,33,6,2,47
2014,Chuck Hayes,Toronto Raptors,45,99,29,10,163
2014,Gordon Hayward,Utah Jazz,77,1248,400,40,391
2014,Gerald Henderson,Charlotte Hornets,77,1081,199,32,310
2014,Xavier Henry,Los Angeles Lakers,43,432,51,7,114
2014,John Henson,Milwaukee Bucks,70,779,113,116,497
2014,Roy Hibbert,Indiana Pacers,81,871,91,182,538
2014,J.J. Hickson,Denver Nuggets,69,814,96,51,632
2014,Nene Hilario,Washington Wizards,53,754,153,47,294
2014,George Hill,Indiana Pacers,76,781,265,23,283
2014,Jordan Hill,Los Angeles Lakers,72,696,54,64,535
2014,Solomon Hill,Indiana Pacers,28,47,12,2,41
2014,Kirk Hinrich,Chicago Bulls,73,666,286,26,192
2014,Jrue Holiday,New Orleans Pelicans,34,487,268,12,142
2014,Ryan Hollins,Los Angeles Clippers,61,141,8,31,90
2014,Scotty Hopson,Cleveland Cavaliers,2,1,1,0,0
2014,Al Horford,Atlanta Hawks,29,538,76,44,244
2014,Dwight Howard,Houston Rockets,71,1297,131,128,866
2014,Robbie Hummel,Minnesota Timberwolves,53,181,23,2,132
2014,Kris Humphries,Boston Celtics,69,579,67,61,409
2014,Serge Ibaka,Oklahoma City Thunder,81,1227,85,219,709
2014,Andre Iguodala,Golden State Warriors,63,588,263,18,293
2014,Ersan Ilyasova,Milwaukee Bucks,55,618,72,8,342
2014,Kyrie Irving,Cleveland Cavaliers,71,1478,433,23,259
2014,Royal Ivey,Oklahoma City Thunder,2,0,0,0,1
2014,Jarrett Jack,Cleveland Cavaliers,80,760,324,22,223
2014,Reggie Jackson,Oklahoma City Thunder,80,1047,331,9,313
2014,Stephen Jackson,Los Angeles Clippers,9,15,5,1,10
2014,Bernard James,Dallas Mavericks,30,28,3,8,42
2014,Damion James,San Antonio Spurs,5,6,3,1,12
2014,LeBron James,Miami Heat,77,2089,488,26,533
2014,Mike James,Chicago Bulls,11,11,17,0,7
2014,Antawn Jamison,Los Angeles Clippers,22,84,7,3,55
2014,Othyus Jeffers,San Antonio Spurs,4,7,1,0,6
2014,Othyus Jeffers,Minnesota Timberwolves,2,2,0,0,3
2014,Al Jefferson,Charlotte Hornets,73,1594,155,79,792
2014,Richard Jefferson,Utah Jazz,82,831,130,14,219
2014,John Jenkins,Atlanta Hawks,13,40,11,1,22
2014,Brandon Jennings,Detroit Pistons,80,1241,609,8,244
2014,Jonas Jerebko,Detroit Pistons,64,270,39,6,175
2014,Amir Johnson,Toronto Raptors,77,799,115,88,505
2014,Chris Johnson,Boston Celtics,40,250,31,4,97
2014,James Johnson,Memphis Grizzlies,52,384,111,57,166
2014,Joe Johnson,Brooklyn Nets,79,1245,216,10,270
2014,Orlando Johnson,Indiana Pacers,38,91,16,1,51
2014,Orlando Johnson,Sacramento Kings,7,9,4,1,4
2014,Wesley Johnson,Los Angeles Lakers,79,715,124,77,348
2014,Darius Johnson-Odom,Philadelphia 76ers,3,0,1,0,2
2014,James Jones,Miami Heat,20,97,9,4,23
2014,Perry Jones,Oklahoma City Thunder,62,216,26,19,114
2014,Solomon Jones,Orlando Magic,11,14,2,2,16
2014,Terrence Jones,Houston Rockets,76,921,87,99,528
2014,DeAndre Jordan,Los Angeles Clippers,82,856,74,203,1114
2014,Cory Joseph,San Antonio Spurs,68,343,114,14,107
2014,Chris Kaman,Los Angeles Lakers,39,404,58,40,229
2014,Enes Kanter,Utah Jazz,80,987,75,42,598
2014,Sergey Karasev,Cleveland Cavaliers,22,37,6,1,16
2014,Ryan Kelly,Los Angeles Lakers,59,472,95,45,219
2014,Michael Kidd-Gilchrist,Charlotte Hornets,62,448,52,39,324
2014,Andrei Kirilenko,Brooklyn Nets,45,226,72,19,146
2014,Brandon Knight,Milwaukee Bucks,72,1291,352,17,255
2014,Kyle Korver,Atlanta Hawks,71,850,208,24,282
2014,Kosta Koufos,Memphis Grizzlies,80,514,39,71,418
2014,Viacheslav Kravtsov,Phoenix Suns,20,20,1,1,17
2014,Ognjen Kuzmic,Golden State Warriors,21,15,2,4,21
2014,Doron Lamb,Orlando Magic,53,191,43,1,49
2014,Jeremy Lamb,Oklahoma City Thunder,78,665,115,26,189
2014,Carl Landry,Sacramento Kings,18,76,5,1,57
2014,Shane Larkin,Dallas Mavericks,48,132,71,1,42
2014,Ty Lawson,Denver Nuggets,62,1090,543,10,215
2014,Ricky Ledo,Dallas Mavericks,11,19,2,0,2
2014,Courtney Lee,Boston Celtics,30,221,32,9,49
2014,Courtney Lee,Memphis Grizzlies,49,540,83,19,138
2014,David Lee,Golden State Warriors,69,1257,147,26,643
2014,Alex Len,Phoenix Suns,42,86,4,18,99
2014,Kawhi Leonard,San Antonio Spurs,66,844,133,50,412
2014,Meyers Leonard,Portland Trail Blazers,40,98,18,5,111
2014,Jon Leuer,Memphis Grizzlies,49,302,20,13,158
2014,Rashard Lewis,Miami Heat,60,268,57,8,110
2014,DeAndre Liggins,Miami Heat,1,2,0,0,1
2014,Damian Lillard,Portland Trail Blazers,82,1695,457,22,288
2014,Jeremy Lin,Houston Rockets,71,890,294,27,187
2014,Shaun Livingston,Brooklyn Nets,76,629,245,31,246
2014,Brook Lopez,Brooklyn Nets,17,352,16,30,102
2014,Robin Lopez,Portland Trail Blazers,82,908,73,139,700
2014,Kevin Love,Minnesota Timberwolves,77,2010,341,35,963
2014,Kyle Lowry,Toronto Raptors,79,1417,586,15,369
2014,John Lucas,Utah Jazz,42,159,42,0,39
2014,Shelvin Mack,Atlanta Hawks,73,544,271,2,160
2014,Ian Mahinmi,Indiana Pacers,77,272,24,72,257
2014,Shawn Marion,Dallas Mavericks,76,791,124,37,497
2014,Kendall Marshall,Los Angeles Lakers,54,430,477,4,155
2014,Cartier Martin,Atlanta Hawks,53,314,31,7,105
2014,Cartier Martin,Chicago Bulls,6,15,2,0,5
2014,Kenyon Martin,New York Knicks,32,137,50,27,134
2014,Kevin Martin,Minnesota Timberwolves,68,1298,121,6,203
2014,Roger Mason,Miami Heat,25,74,19,1,22
2014,Wesley Matthews,Portland Trail Blazers,82,1343,197,14,289
2014,Jason Maxiell,Orlando Magic,34,109,9,20,86
2014,Eric Maynor,Washington Wizards,23,52,40,1,24
2014,Eric Maynor,Philadelphia 76ers,8,30,12,2,15
2014,O.J. Mayo,Milwaukee Bucks,52,608,113,13,124
2014,Luc Mbah,Sacramento Kings,9,40,15,5,27
2014,Luc Mbah,Minnesota Timberwolves,55,184,21,9,119
2014,Ray McCallum,Sacramento Kings,45,280,120,9,79
2014,C.J. McCollum,Portland Trail Blazers,38,201,27,2,48
2014,JaVale McGee,Denver Nuggets,5,35,2,7,17
2014,Ben McLemore,Sacramento Kings,82,720,82,18,235
2014,Josh McRoberts,Charlotte Hornets,78,661,333,46,373
2014,Jodie Meeks,Los Angeles Lakers,77,1209,138,4,194
2014,Gal Mekel,Dallas Mavericks,31,73,63,1,27
2014,Khris Middleton,Milwaukee Bucks,82,990,169,20,310
2014,C.J. Miles,Cleveland Cavaliers,51,503,52,15,103
2014,Andre Miller,Denver Nuggets,30,176,100,7,73
2014,Andre Miller,Washington Wizards,28,107,97,2,57
2014,Darius Miller,New Orleans Pelicans,45,200,43,9,52
2014,Mike Miller,Memphis Grizzlies,82,579,130,5,207
2014,Quincy Miller,Denver Nuggets,52,257,26,32,147
2014,Patty Mills,San Antonio Spurs,81,826,149,9,169
2014,Paul Millsap,Atlanta Hawks,74,1328,232,78,627
2014,Tony Mitchell,Milwaukee Bucks,3,6,1,0,1
2014,Tony Mitchell,Detroit Pistons,21,22,2,3,26
2014,Nazr Mohammed,Chicago Bulls,80,124,20,30,175
2014,Greg Monroe,Detroit Pistons,82,1249,171,47,760
2014,E'Twaun Moore,Orlando Magic,79,499,112,13,136
2014,Darius Morris,Philadelphia 76ers,12,83,31,0,13
2014,Darius Morris,Los Angeles Clippers,10,9,5,0,5
2014,Darius Morris,Memphis Grizzlies,5,15,8,0,8
2014,Marcus Morris,Phoenix Suns,82,796,88,18,319
2014,Markieff Morris,Phoenix Suns,81,1115,144,51,485
2014,Anthony Morrow,New Orleans Pelicans,76,636,59,12,140
2014,Donatas Motiejunas,Houston Rockets,62,341,34,21,225
2014,Arnett Moultrie,Philadelphia 76ers,12,36,2,4,35
2014,Timofey Mozgov,Denver Nuggets,82,770,62,100,528
2014,Shabazz Muhammad,Minnesota Timberwolves,37,143,6,1,53
2014,Byron Mullens,Los Angeles Clippers,27,67,6,3,32
2014,Byron Mullens,Philadelphia 76ers,18,122,8,8,60
2014,Erik Murphy,Chicago Bulls,24,6,2,4,8
2014,Toure' Murry,New York Knicks,51,140,49,1,44
2014,Mike Muscala,Atlanta Hawks,20,76,7,10,52
2014,Hamady N'Diaye,Sacramento Kings,14,6,3,4,18
2014,Steve Nash,Los Angeles Lakers,15,102,86,2,29
2014,Gary Neal,Milwaukee Bucks,30,301,46,0,50
2014,Gary Neal,Charlotte Hornets,22,247,37,0,40
2014,Nemanja Nedovic,Golden State Warriors,24,26,13,1,15
2014,Jameer Nelson,Orlando Magic,68,820,476,5,231
2014,Andrew Nicholson,Orlando Magic,76,435,25,23,255
2014,Joakim Noah,Chicago Bulls,80,1007,431,121,900
2014,Steve Novak,Toronto Raptors,54,178,13,4,58
2014,Dirk Nowitzki,Dallas Mavericks,80,1735,216,45,498
2014,James Nunnally,Atlanta Hawks,4,18,2,1,8
2014,James Nunnally,Philadelphia 76ers,9,26,6,1,11
2014,Jermaine O'Neal,Golden State Warriors,44,349,25,40,242
2014,Kyle O'Quinn,Orlando Magic,69,429,78,88,364
2014,Greg Oden,Miami Heat,23,67,1,13,54
2014,Victor Oladipo,Orlando Magic,80,1106,327,37,329
2014,Kelly Olynyk,Boston Celtics,70,607,109,27,365
2014,Arinze Onuaku,New Orleans Pelicans,3,3,3,0,7
2014,Arinze Onuaku,Cleveland Cavaliers,2,0,0,0,1
2014,Daniel Orton,Philadelphia 76ers,22,65,15,16,61
2014,Travis Outlaw,Sacramento Kings,63,343,48,19,168
2014,Zaza Pachulia,Milwaukee Bucks,53,408,136,14,333
2014,Jannero Pargo,Charlotte Hornets,29,136,52,1,20
2014,Tony Parker,San Antonio Spurs,68,1134,388,9,155
2014,Chandler Parsons,Houston Rockets,74,1226,298,29,409
2014,Patrick Patterson,Sacramento Kings,17,118,15,3,99
2014,Patrick Patterson,Toronto Raptors,48,437,63,34,243
2014,Chris Paul,Los Angeles Clippers,62,1185,663,4,268
2014,Nikola Pekovic,Minnesota Timberwolves,54,944,50,23,468
2014,Kendrick Perkins,Oklahoma City Thunder,62,211,67,32,305
2014,Paul Pierce,Brooklyn Nets,75,1010,178,31,348
2014,Dexter Pittman,Atlanta Hawks,2,0,0,0,3
2014,Mason Plumlee,Brooklyn Nets,70,520,60,55,308
2014,Miles Plumlee,Phoenix Suns,80,646,43,90,626
2014,Quincy Pondexter,Memphis Grizzlies,15,94,20,1,26
2014,Otto Porter,Washington Wizards,37,78,10,1,57
2014,Josh Powell,Houston Rockets,1,4,0,1,5
2014,Phil Pressey,Boston Celtics,75,213,241,5,105
2014,A.J. Price,Minnesota Timberwolves,28,44,13,0,10
2014,Ronnie Price,Orlando Magic,31,74,66,2,43
2014,Pablo Prigioni,New York Knicks,66,252,228,2,129
2014,Tayshaun Prince,Memphis Grizzlies,76,454,119,19,234
2014,Miroslav Raduljica,Milwaukee Bucks,48,181,23,13,108
2014,Anthony Randolph,Denver Nuggets,43,206,32,19,122
2014,Shavlik Randolph,Phoenix Suns,14,20,1,1,25
2014,Zach Randolph,Memphis Grizzlies,79,1372,200,23,795
2014,J.J. Redick,Los Angeles Clippers,35,532,78,3,74
2014,Glen Rice,Washington Wizards,11,32,7,1,20
2014,Luke Ridnour,Milwaukee Bucks,36,206,122,2,62
2014,Luke Ridnour,Charlotte Hornets,25,100,54,6,35
2014,Austin Rivers,New Orleans Pelicans,69,530,160,9,129
2014,Andre Roberson,Oklahoma City Thunder,40,75,15,10,94
2014,Brian Roberts,New Orleans Pelicans,72,677,234,7,136
2014,Nate Robinson,Denver Nuggets,44,457,112,4,81
2014,Thomas Robinson,Portland Trail Blazers,70,339,34,20,307
2014,Rajon Rondo,Boston Celtics,30,350,294,2,164
2014,Derrick Rose,Chicago Bulls,10,159,43,1,32
2014,Terrence Ross,Toronto Raptors,81,879,79,27,252
2014,Ricky Rubio,Minnesota Timberwolves,82,781,704,11,342
2014,Brandon Rush,Utah Jazz,38,79,24,9,44
2014,Robert Sacre,Los Angeles Lakers,65,350,51,47,254
2014,John Salmons,Sacramento Kings,18,105,44,8,46
2014,John Salmons,Toronto Raptors,60,298,103,11,117
2014,Larry Sanders,Milwaukee Bucks,23,178,19,40,165
2014,Dennis Schroder,Atlanta Hawks,49,183,93,0,60
2014,Luis Scola,Indiana Pacers,82,626,81,16,391
2014,Mike Scott,Atlanta Hawks,80,767,75,7,284
2014,Thabo Sefolosha,Oklahoma City Thunder,61,383,94,17,220
2014,Kevin Seraphin,Washington Wizards,53,249,17,26,128
2014,Ramon Sessions,Charlotte Hornets,55,578,206,6,117
2014,Ramon Sessions,Milwaukee Bucks,28,443,134,3,86
2014,Mustafa Shakur,Oklahoma City Thunder,3,1,4,0,0
2014,Tornike Shengelia,Brooklyn Nets,17,25,12,1,14
2014,Tornike Shengelia,Chicago Bulls,9,4,2,0,2
