year,player,team,games,points,assists,blocks,rebounds
2005,Tierre Brown,Los Angeles Lakers,76,333,155,1,93
2005,Rick Brunson,Los Angeles Clippers,80,437,410,7,187
2005,Kobe Bryant,Los Angeles Lakers,66,1819,398,53,392
2005,Greg Buckner,Denver Nuggets,70,432,133,6,208
2005,Rodney Buford,New Jersey Nets,64,445,63,4,189
2005,Antonio Burks,Memphis Grizzlies,24,73,28,1,12
2005,Caron Butler,Los Angeles Lakers,77,1195,146,23,450
2005,Jackie Butler,New York Knicks,3,10,0,0,0
2005,Rasual Butler,Miami Heat,65,420,62,29,151
2005,Zarko Cabarkapa,Phoenix Suns,3,9,0,0,3
2005,Zarko Cabarkapa,Golden State Warriors,37,229,25,5,99
2005,Marcus Camby,Denver Nuggets,66,683,152,199,661
2005,Elden Campbell,New Jersey Nets,10,2,3,1,11
2005,Elden Campbell,Detroit Pistons,30,118,16,6,82
2005,Brian Cardinal,Memphis Grizzlies,58,522,114,19,225
2005,Geno Carlisle,Portland Trail Blazers,6,8,1,0,1
2005,Matt Carroll,Charlotte Hornets,25,224,17,2,60
2005,Anthony Carter,Minnesota Timberwolves,66,181,161,18,69
2005,Vince Carter,Toronto Raptors,20,317,61,15,66
2005,Vince Carter,New Jersey Nets,57,1569,266,33,335
2005,Sam Cassell,Minnesota Timberwolves,59,799,301,14,157
2005,Kelvin Cato,Orlando Magic,62,432,40,82,416
2005,Lionel Chalmers,Los Angeles Clippers,36,111,51,0,31
2005,Tyson Chandler,Chicago Bulls,80,640,65,141,775
2005,Calbert Cheaney,Golden State Warriors,55,250,64,15,124
2005,Josh Childress,Atlanta Hawks,80,807,151,35,482
2005,Doug Christie,Sacramento Kings,31,226,153,13,123
2005,Doug Christie,Orlando Magic,21,119,46,5,54
2005,Speedy Claxton,Golden State Warriors,46,604,286,6,153
2005,Speedy Claxton,New Orleans Hurricanes,16,108,88,2,31
2005,Mateen Cleaves,Seattle Supersonics,14,13,7,0,6
2005,Derrick Coleman,Detroit Pistons,5,9,0,0,15
2005,Jason Collier,Atlanta Hawks,70,402,18,13,184
2005,Jarron Collins,Utah Jazz,50,213,61,6,164
2005,Jason Collins,New Jersey Nets,80,511,105,71,488
2005,Nick Collison,Seattle Supersonics,82,463,32,50,376
2005,Brian Cook,Los Angeles Lakers,72,458,35,26,216
2005,Omar Cook,Toronto Raptors,5,23,22,1,7
2005,Jamal Crawford,New York Knicks,70,1241,302,19,203
2005,Austin Croshere,Indiana Pacers,73,647,98,17,375
2005,Eddy Curry,Chicago Bulls,63,1012,37,58,338
2005,Michael Curry,Indiana Pacers,18,30,15,4,27
2005,Samuel Dalembert,Philadelphia 76ers,72,589,35,121,542
2005,Erick Dampier,Dallas Mavericks,59,542,51,80,501
2005,Antonio Daniels,Seattle Supersonics,75,843,309,3,169
2005,Erik Daniels,Sacramento Kings,21,13,4,0,18
2005,Marquis Daniels,Dallas Mavericks,60,545,128,14,216
2005,Antonio Davis,Chicago Bulls,72,501,80,41,428
2005,Baron Davis,New Orleans Hurricanes,18,340,129,4,67
2005,Baron Davis,Golden State Warriors,28,545,233,10,108
2005,Dale Davis,Golden State Warriors,36,112,23,32,153
2005,Dale Davis,Indiana Pacers,25,172,24,33,222
2005,Josh Davis,Philadelphia 76ers,42,117,12,4,79
2005,Ricky Davis,Boston Celtics,82,1309,246,27,249
2005,Andrew DeClercq,Orlando Magic,8,9,0,0,10
2005,Carlos Delfino,Detroit Pistons,30,116,38,6,55
2005,Tony Delk,Atlanta Hawks,56,667,104,3,130
2005,Luol Deng,Chicago Bulls,61,711,135,27,322
2005,Boris Diaw,Atlanta Hawks,66,314,149,18,170
2005,Dan Dickau,Dallas Mavericks,4,5,1,0,1
2005,Dan Dickau,New Orleans Hurricanes,67,882,346,4,179
2005,Kaniel Dickens,New Jersey Nets,11,13,1,1,9
2005,DeSagana Diop,Cleveland Cavaliers,39,40,15,27,70
2005,Vlade Divac,Los Angeles Lakers,15,34,19,1,32
2005,Juan Dixon,Washington Wizards,63,507,111,4,119
2005,Michael Doleac,Miami Heat,80,321,47,22,259
2005,Keyon Dooling,Miami Heat,74,382,132,11,90
2005,Predrag Drobnjak,Atlanta Hawks,71,597,49,24,238
2005,Chris Duhon,Chicago Bulls,82,487,398,3,213
2005,Tim Duncan,San Antonio Spurs,66,1342,179,174,732
2005,Mike Dunleavy,Golden State Warriors,79,1057,203,26,435
2005,Ronald Dupree,Detroit Pistons,47,152,24,10,95
2005,Ndudi Ebi,Minnesota Timberwolves,2,27,1,1,16
2005,Corsley Edwards,New Orleans Hurricanes,10,27,3,4,25
2005,John Edwards,Indiana Pacers,25,29,3,4,19
2005,Howard Eisley,Utah Jazz,74,415,250,9,90
2005,Obinna Ekezie,Atlanta Hawks,42,230,11,12,179
2005,Francisco Elson,Denver Nuggets,67,248,34,41,201
2005,Melvin Ely,Charlotte Hornets,79,576,76,69,326
2005,Andre Emmett,Memphis Grizzlies,8,7,0,0,2
2005,Maurice Evans,Sacramento Kings,65,416,45,8,201
2005,Reggie Evans,Seattle Supersonics,79,387,58,15,736
2005,Michael Finley,Dallas Mavericks,64,1003,169,18,262
2005,Derek Fisher,Golden State Warriors,74,877,301,4,218
2005,Marcus Fizer,Milwaukee Bucks,54,336,64,13,175
2005,Luis Flores,Golden State Warriors,15,32,11,0,2
2005,Luis Flores,Denver Nuggets,1,3,0,0,1
2005,Danny Fortson,Seattle Supersonics,62,463,8,7,348
2005,Jeff Foster,Indiana Pacers,61,426,43,12,550
2005,Tremaine Fowlkes,Indiana Pacers,8,19,0,0,8
2005,Adonal Foyle,Golden State Warriors,78,352,56,159,429
2005,Richie Frahm,Portland Trail Blazers,43,164,30,4,61
2005,Steve Francis,Orlando Magic,78,1663,547,28,450
2005,Matt Freije,New Orleans Hurricanes,23,93,20,2,61
2005,Lawrence Funderburke,Chicago Bulls,2,9,0,0,3
2005,Dan Gadzuric,Milwaukee Bucks,81,593,30,106,674
2005,Reece Gaines,Houston Rockets,10,26,3,0,11
2005,Reece Gaines,Milwaukee Bucks,11,15,4,1,3
2005,Alex Garcia,New Orleans Hurricanes,8,44,18,1,15
2005,Kevin Garnett,Minnesota Timberwolves,82,1817,466,112,1108
2005,Pat Garrity,Orlando Magic,71,324,30,9,124
2005,Pau Gasol,Memphis Grizzlies,56,997,135,93,410
2005,Devean George,Los Angeles Lakers,15,110,14,2,53
2005,Eddie Gill,Indiana Pacers,73,269,83,5,112
2005,Kendall Gill,Milwaukee Bucks,14,85,27,4,37
2005,Manu Ginobili,San Antonio Spurs,74,1186,288,27,329
2005,Gordan Giricek,Utah Jazz,81,715,137,11,182
2005,Dion Glover,San Antonio Spurs,7,25,4,3,11
2005,Anthony Goldwire,Detroit Pistons,9,18,0,0,8
2005,Anthony Goldwire,Milwaukee Bucks,24,154,78,0,51
2005,Drew Gooden,Cleveland Cavaliers,82,1184,130,76,753
2005,Ben Gordon,Chicago Bulls,82,1235,164,10,215
2005,Brian Grant,Los Angeles Lakers,69,263,34,23,257
2005,Willie Green,Philadelphia 76ers,57,437,100,6,133
2005,Adrian Griffin,Chicago Bulls,69,151,53,4,146
2005,Eddie Griffin,Minnesota Timberwolves,70,527,53,118,453
2005,Tom Gugliotta,Boston Celtics,20,26,12,4,43
2005,Tom Gugliotta,Atlanta Hawks,27,213,56,13,148
2005,Marcus Haislip,Indiana Pacers,9,32,3,2,15
2005,Darvin Ham,Detroit Pistons,47,46,5,7,35
2005,Richard Hamilton,Detroit Pistons,76,1424,372,13,295
2005,Zendon Hamilton,Milwaukee Bucks,16,51,6,2,42
2005,Ben Handlogten,Utah Jazz,21,95,13,5,65
2005,Anfernee Hardaway,New York Knicks,37,269,74,3,89
2005,Matt Harpring,Utah Jazz,78,1090,142,16,480
2005,Al Harrington,Atlanta Hawks,66,1158,208,16,461
2005,Junior Harrington,New Orleans Hurricanes,29,163,62,5,63
2005,Othella Harrington,Chicago Bulls,70,561,56,18,292
2005,Devin Harris,Dallas Mavericks,76,436,169,19,102
2005,Lucious Harris,Cleveland Cavaliers,73,313,49,6,121
2005,David Harrison,Indiana Pacers,43,264,13,55,135
2005,Jason Hart,Charlotte Hornets,74,706,367,14,203
2005,Donnell Harvey,New Jersey Nets,3,8,1,1,7
2005,Udonis Haslem,Miami Heat,80,870,108,41,726
2005,Trenton Hassell,Minnesota Timberwolves,82,541,128,30,219
2005,Jarvis Hayes,Washington Wizards,54,553,90,9,227
2005,Brendan Haywood,Washington Wizards,68,637,57,114,464
2005,Alan Henderson,Dallas Mavericks,78,273,21,37,348
2005,Nene Hilario,Denver Nuggets,55,528,84,48,325
2005,Grant Hill,Orlando Magic,67,1317,220,28,318
2005,Kirk Hinrich,Chicago Bulls,77,1206,494,21,304
2005,Fred Hoiberg,Minnesota Timberwolves,76,437,85,15,181
2005,Robert Horry,San Antonio Spurs,75,451,80,60,268
2005,Eddie House,Charlotte Hornets,13,144,24,3,19
2005,Eddie House,Milwaukee Bucks,5,16,5,0,3
2005,Eddie House,Sacramento Kings,50,237,67,3,61
2005,Allan Houston,New York Knicks,20,237,42,2,23
2005,Dwight Howard,Orlando Magic,82,981,75,136,823
2005,Josh Howard,Dallas Mavericks,76,958,109,49,484
2005,Juwan Howard,Houston Rockets,61,585,94,5,346
2005,Troy Hudson,Minnesota Timberwolves,79,691,283,6,105
2005,Larry Hughes,Washington Wizards,61,1345,285,18,382
2005,Ryan Humphrey,Memphis Grizzlies,35,102,6,1,87
2005,Kris Humphries,Utah Jazz,67,278,43,18,197
2005,Brandon Hunter,Orlando Magic,31,95,3,7,69
2005,Lindsey Hunter,Detroit Pistons,76,285,130,13,123
2005,Steven Hunter,Phoenix Suns,76,348,13,102,227
2005,Andre Iguodala,Philadelphia 76ers,82,741,246,48,464
2005,Zydrunas Ilgauskas,Cleveland Cavaliers,78,1320,100,165,672
2005,Didier Ilunga-Mbenga,Dallas Mavericks,15,15,0,5,8
2005,Allen Iverson,Philadelphia 76ers,75,2302,596,9,299
2005,Royal Ivey,Atlanta Hawks,62,220,103,7,84
2005,Bobby Jackson,Sacramento Kings,25,301,59,2,85
2005,Jermaine Jackson,New York Knicks,21,42,24,1,23
2005,Jim Jackson,Houston Rockets,24,320,86,1,115
2005,Jim Jackson,Phoenix Suns,40,352,97,4,154
2005,Luke Jackson,Cleveland Cavaliers,10,29,3,0,6
2005,Marc Jackson,Philadelphia 76ers,81,969,81,18,406
2005,Stephen Jackson,Indiana Pacers,51,953,119,14,250
2005,Casey Jacobsen,Phoenix Suns,40,212,37,1,67
2005,Casey Jacobsen,New Orleans Hurricanes,44,335,76,7,100
2005,Jerome James,Seattle Supersonics,80,395,19,111,241
2005,LeBron James,Cleveland Cavaliers,80,2175,577,52,588
2005,Mike James,Milwaukee Bucks,47,535,185,4,122
2005,Mike James,Houston Rockets,27,336,78,2,86
2005,Antawn Jamison,Washington Wizards,68,1334,154,16,519
2005,Marko Jaric,Los Angeles Clippers,50,493,303,17,161
2005,Al Jefferson,Boston Celtics,71,475,24,55,312
2005,Richard Jefferson,New Jersey Nets,33,733,133,17,240
2005,Jared Jeffries,Washington Wizards,77,523,151,35,374
2005,Horace Jenkins,Detroit Pistons,15,42,9,1,9
2005,Britton Johnsen,Indiana Pacers,6,12,4,0,10
2005,Anthony Johnson,Indiana Pacers,63,532,302,15,179
2005,DerMarr Johnson,Denver Nuggets,71,503,75,18,151
2005,Ervin Johnson,Minnesota Timberwolves,46,73,6,13,113
2005,Joe Johnson,Phoenix Suns,82,1400,291,24,422
2005,Linton Johnson,San Antonio Spurs,2,0,0,0,3
2005,Dahntay Jones,Memphis Grizzlies,52,233,21,11,69
2005,Damon Jones,Miami Heat,82,955,350,5,231
2005,Eddie Jones,Miami Heat,80,1018,212,38,405
2005,Fred Jones,Indiana Pacers,77,813,196,31,242
2005,James Jones,Indiana Pacers,75,371,57,28,174
2005,Jumaine Jones,Los Angeles Lakers,76,577,65,24,398
2005,Mark Jones,Orlando Magic,10,23,6,2,13
2005,Chris Kaman,Los Angeles Clippers,63,572,73,68,423
2005,Jason Kapono,Charlotte Hornets,81,688,61,6,164
2005,Mario Kasun,Orlando Magic,45,118,8,13,128
2005,Viktor Khryapa,Portland Trail Blazers,32,135,25,18,108
2005,Jason Kidd,New Jersey Nets,66,951,545,9,488
2005,Andrei Kirilenko,Utah Jazz,41,640,132,136,255
2005,Kerry Kittles,Los Angeles Clippers,11,69,20,3,32
2005,Brandin Knight,Houston Rockets,1,0,1,0,0
2005,Brevin Knight,Charlotte Hornets,66,666,591,5,170
2005,Kyle Korver,Philadelphia 76ers,82,942,182,33,379
2005,Nenad Krstic,New Jersey Nets,75,747,77,63,401
2005,Toni Kukoc,Milwaukee Bucks,53,296,160,13,160
2005,Ibo Kutluay,Seattle Supersonics,5,0,0,0,1
2005,Christian Laettner,Miami Heat,49,260,41,15,131
2005,Raef LaFrentz,Boston Celtics,80,884,98,99,553
2005,Maciej Lampe,Phoenix Suns,16,44,1,2,32
2005,Maciej Lampe,New Orleans Hurricanes,21,71,10,5,57
2005,Voshon Lenard,Denver Nuggets,3,29,6,0,6
2005,Rashard Lewis,Seattle Supersonics,71,1457,94,62,388
2005,Randy Livingston,Utah Jazz,17,64,45,2,12
2005,Shaun Livingston,Los Angeles Clippers,30,222,151,11,89
2005,Raul Lopez,Utah Jazz,31,161,123,3,39
2005,Tyronn Lue,Houston Rockets,21,125,58,0,40
2005,Tyronn Lue,Atlanta Hawks,49,662,264,0,109
2005,George Lynch,New Orleans Hurricanes,44,164,88,12,174
2005,Mark Madsen,Minnesota Timberwolves,41,88,18,14,128
2005,Corey Maggette,Los Angeles Clippers,66,1464,225,8,394
2005,Jamaal Magloire,New Orleans Hurricanes,23,270,29,23,205
2005,Stephon Marbury,New York Knicks,82,1781,668,6,248
2005,Shawn Marion,Phoenix Suns,81,1569,154,119,915
2005,Sean Marks,San Antonio Spurs,23,76,8,11,56
2005,Donyell Marshall,Toronto Raptors,65,747,81,46,428
2005,Darrick Martin,Los Angeles Clippers,11,42,28,0,10
2005,Kenyon Martin,Denver Nuggets,70,1087,170,78,511
2005,Kevin Martin,Sacramento Kings,45,131,22,3,58
2005,Desmond Mason,Milwaukee Bucks,80,1377,217,27,312
2005,Tony Massenburg,San Antonio Spurs,61,196,14,20,163
2005,Walter McCarty,Boston Celtics,44,162,26,9,77
2005,Walter McCarty,Phoenix Suns,28,98,11,6,61
2005,Jelani McCoy,Atlanta Hawks,10,15,0,8,21
2005,Antonio McDyess,Detroit Pistons,77,740,71,52,482
2005,Tracy McGrady,Houston Rockets,78,2003,448,52,484
2005,Jeff McInnis,Cleveland Cavaliers,76,975,391,1,157
2005,Aaron McKie,Philadelphia 76ers,68,152,103,17,172
2005,Keith McLeod,Utah Jazz,53,416,236,12,113
2005,Stanislav Medvedenko,Los Angeles Lakers,43,165,13,2,79
2005,Ron Mercer,New Jersey Nets,18,137,20,2,40
2005,Chris Mihm,Los Angeles Lakers,75,735,50,108,502
2005,Darius Miles,Portland Trail Blazers,63,809,129,78,299
2005,Darko Milicic,Detroit Pistons,37,67,7,17,43
2005,Andre Miller,Denver Nuggets,82,1113,569,8,338
2005,Anthony Miller,Atlanta Hawks,2,4,1,0,1
2005,Brad Miller,Sacramento Kings,56,876,220,68,521
2005,Mike Miller,Memphis Grizzlies,76,1022,220,23,300
2005,Reggie Miller,Indiana Pacers,66,974,146,5,156
2005,Yao Ming,Houston Rockets,80,1465,61,160,669
2005,Cuttino Mobley,Orlando Magic,23,369,42,9,63
2005,Cuttino Mobley,Sacramento Kings,43,765,146,21,166
2005,Nazr Mohammed,New York Knicks,54,589,26,53,439
2005,Nazr Mohammed,San Antonio Spurs,23,142,8,33,147
2005,Jerome Moiso,Toronto Raptors,8,14,0,3,23
2005,Jerome Moiso,New Jersey Nets,8,8,0,1,7
2005,Jerome Moiso,Cleveland Cavaliers,4,6,1,2,7
2005,Mikki Moore,Los Angeles Clippers,74,396,47,32,246
2005,Alonzo Mourning,New Jersey Nets,18,187,14,41,127
2005,Alonzo Mourning,Miami Heat,19,95,4,33,71
2005,Troy Murphy,Golden State Warriors,70,1076,97,33,756
2005,Lamond Murray,Toronto Raptors,62,371,47,16,164
2005,Ronald Murray,Seattle Supersonics,49,345,65,11,98
2005,Dikembe Mutombo,Houston Rockets,80,322,10,101,426
2005,Mamadou N'Diaye,Los Angeles Clippers,11,20,1,5,18
2005,Bostjan Nachbar,Houston Rockets,16,49,9,0,30
2005,Bostjan Nachbar,New Orleans Hurricanes,55,445,65,16,152
2005,Lee Nailon,New Orleans Hurricanes,68,963,109,16,298
2005,Eduardo Najera,Golden State Warriors,42,175,37,10,118
2005,Eduardo Najera,Denver Nuggets,26,179,28,14,125
2005,Steve Nash,Phoenix Suns,75,1165,861,6,249
2005,Jameer Nelson,Orlando Magic,79,689,237,3,193
2005,Rasho Nesterovic,San Antonio Spurs,70,410,71,117,459
2005,Ira Newble,Cleveland Cavaliers,74,438,91,18,220
2005,Andres Nocioni,Chicago Bulls,81,677,122,34,386
2005,Moochie Norris,New York Knicks,32,82,34,2,42
2005,Moochie Norris,Houston Rockets,6,8,5,0,4
2005,Dirk Nowitzki,Dallas Mavericks,78,2032,240,119,757
2005,Jermaine O'Neal,Indiana Pacers,44,1068,82,88,388
2005,Shaquille O'Neal,Miami Heat,73,1669,200,171,760
2005,Lamar Odom,Los Angeles Lakers,64,975,238,65,653
2005,Emeka Okafor,Charlotte Hornets,73,1105,64,125,795
2005,Mehmet Okur,Utah Jazz,82,1054,166,68,616
2005,Kevin Ollie,Philadelphia 76ers,26,28,19,0,19
2005,Michael Olowokandi,Minnesota Timberwolves,62,368,29,56,324
2005,Greg Ostertag,Sacramento Kings,56,87,37,40,167
2005,Bo Outlaw,Phoenix Suns,39,29,13,12,53
2005,Travis Outlaw,Portland Trail Blazers,59,319,35,40,121
2005,Zaza Pachulia,Milwaukee Bucks,74,458,60,34,378
2005,Scott Padgett,Houston Rockets,66,275,55,10,185
2005,Milt Palacio,Toronto Raptors,80,467,279,13,134
2005,Jannero Pargo,Chicago Bulls,32,204,76,1,47
2005,Smush Parker,Detroit Pistons,11,33,11,0,9
2005,Smush Parker,Phoenix Suns,5,15,4,0,3
2005,Tony Parker,San Antonio Spurs,80,1331,491,4,298
2005,Ruben Patterson,Portland Trail Blazers,70,809,138,21,273
2005,Sasha Pavlovic,Cleveland Cavaliers,65,314,49,4,71
2005,Gary Payton,Boston Celtics,77,873,469,12,236
2005,Anthony Peeler,Washington Wizards,40,153,57,2,65
2005,Kirk Penney,Los Angeles Clippers,4,2,1,0,1
2005,Kendrick Perkins,Boston Celtics,60,149,21,37,176
2005,Wesley Person,Miami Heat,16,62,11,0,22
2005,Wesley Person,Denver Nuggets,25,202,28,4,61
2005,Morris Peterson,Toronto Raptors,82,1029,169,18,340
2005,Eric Piatkowski,Chicago Bulls,68,324,51,1,79
2005,Paul Pierce,Boston Celtics,82,1769,348,39,539
2005,Mickael Pietrus,Golden State Warriors,67,636,82,18,189
2005,Zoran Planinic,New Jersey Nets,43,217,44,0,69
2005,Pavel Podkolzin,Dallas Mavericks,5,1,0,0,2
2005,Scot Pollard,Indiana Pacers,49,191,18,24,205
2005,Mark Pope,Denver Nuggets,9,4,1,2,8
2005,James Posey,Memphis Grizzlies,50,405,88,23,219
2005,Vitaly Potapenko,Seattle Supersonics,33,117,9,3,78
2005,Tayshaun Prince,Detroit Pistons,82,1206,247,71,435
2005,Laron Profit,Washington Wizards,42,136,37,5,76
2005,Joel Przybilla,Portland Trail Blazers,76,488,74,163,588
2005,Vladimir Radmanovic,Seattle Supersonics,63,741,86,31,289
2005,Aleksandar Radojevic,Utah Jazz,12,19,6,2,28
2005,Peter John,Washington Wizards,6,11,0,1,4
2005,Zach Randolph,Portland Trail Blazers,46,871,86,17,442
2005,Theo Ratliff,Portland Trail Blazers,63,304,34,158,331
2005,Zeljko Rebraca,Los Angeles Clippers,58,339,26,40,184
2005,Michael Redd,Milwaukee Bucks,75,1723,172,8,312
2005,Justin Reed,Boston Celtics,23,41,10,1,16
2005,Jared Reiner,Chicago Bulls,19,21,1,7,38
2005,Jason Richardson,Golden State Warriors,72,1559,281,32,424
2005,Quentin Richardson,Phoenix Suns,79,1176,158,27,479
2005,Luke Ridnour,Seattle Supersonics,82,824,483,23,204
2005,Bernard Robinson,Charlotte Hornets,31,93,30,4,48
2005,Clifford Robinson,Golden State Warriors,42,359,74,39,114
2005,Clifford Robinson,New Jersey Nets,29,174,30,14,95
2005,Glenn Robinson,San Antonio Spurs,9,90,8,3,24
2005,Rodney Rogers,New Orleans Hurricanes,30,275,60,12,142
2005,Rodney Rogers,Philadelphia 76ers,28,169,26,8,104
2005,Jalen Rose,Toronto Raptors,81,1495,209,10,276
2005,Malik Rose,San Antonio Spurs,50,317,41,9,227
2005,Malik Rose,New York Knicks,26,217,18,7,114
2005,Quinton Ross,Los Angeles Clippers,78,397,109,22,210
2005,Michael Ruffin,Washington Wizards,79,111,64,41,332
2005,Kareem Rush,Los Angeles Lakers,14,12,3,1,10
2005,Kareem Rush,Charlotte Hornets,34,390,65,6,79
2005,Bryon Russell,Denver Nuggets,70,307,72,11,172
2005,John Salmons,Philadelphia 76ers,58,236,114,13,121
2005,Jamal Sampson,Charlotte Hornets,23,79,8,17,122
2005,Daniel Santiago,Milwaukee Bucks,11,22,1,4,19
2005,Brian Scalabrine,New Jersey Nets,54,339,88,18,244
2005,Ansu Sesay,Golden State Warriors,16,49,12,3,38
2005,Ha Seung-Jin,Portland Trail Blazers,19,26,2,5,18
2005,Paul Shirley,Phoenix Suns,9,12,3,0,2
2005,Bobby Simmons,Los Angeles Clippers,75,1229,205,16,446
2005,Brian Skinner,Philadelphia 76ers,24,49,5,6,62
2005,Brian Skinner,Sacramento Kings,25,184,38,43,218
2005,Tamar Slay,Charlotte Hornets,8,28,3,0,14
2005,Donta Smith,Atlanta Hawks,38,127,39,5,52
2005,J.R. Smith,New Orleans Hurricanes,76,782,142,11,152
2005,Jabari Smith,New Jersey Nets,45,166,38,14,111
2005,Joe Smith,Milwaukee Bucks,74,813,67,38,541
2005,Josh Smith,Atlanta Hawks,74,715,127,144,457
2005,Steve Smith,Charlotte Hornets,37,291,57,7,49
2005,Steve Smith,Miami Heat,13,23,14,0,16
2005,Theron Smith,Charlotte Hornets,33,105,28,4,116
2005,Eric Snow,Cleveland Cavaliers,81,322,317,16,155
2005,Kirk Snyder,Utah Jazz,68,338,36,19,121
2005,Darius Songaila,Sacramento Kings,81,608,114,18,344
2005,Pape Sow,Toronto Raptors,27,62,2,4,57
2005,Latrell Sprewell,Minnesota Timberwolves,80,1021,179,21,254
2005,Jerry Stackhouse,Dallas Mavericks,56,833,127,10,183
2005,DeShawn Stevenson,Orlando Magic,55,429,69,9,102
2005,Michael Stewart,Atlanta Hawks,12,25,5,5,40
2005,Peja Stojakovic,Sacramento Kings,66,1329,138,12,285
2005,Awvee Storey,New Jersey Nets,9,8,1,0,5
2005,Damon Stoudamire,Portland Trail Blazers,81,1277,458,2,310
2005,Amar'e Stoudemire,Phoenix Suns,80,2080,131,130,713
2005,Erick Strickland,Milwaukee Bucks,62,301,115,1,103
2005,Rod Strickland,Houston Rockets,16,28,39,2,27
2005,Bruno Sundov,New York Knicks,21,25,2,2,13
2005,Bob Sura,Houston Rockets,61,626,317,7,337
2005,Mike Sweetney,New York Knicks,77,650,44,28,418
2005,Robert Swift,Seattle Supersonics,16,15,2,7,5
2005,Stromile Swift,Memphis Grizzlies,60,604,43,92,273
2005,Wally Szczerbiak,Minnesota Timberwolves,81,1253,191,16,303
2005,Yuta Tabuse,Phoenix Suns,4,7,3,0,4
2005,Maurice Taylor,Houston Rockets,38,296,53,12,164
2005,Maurice Taylor,New York Knicks,27,176,14,8,93
2005,Sebastian Telfair,Portland Trail Blazers,68,460,224,4,104
2005,Jason Terry,Dallas Mavericks,80,993,429,15,188
2005,Billy Thomas,New Jersey Nets,25,92,17,1,36
2005,Etan Thomas,Washington Wizards,47,332,20,51,244
2005,James Thomas,Portland Trail Blazers,9,24,4,4,35
2005,James Thomas,Atlanta Hawks,2,2,0,0,2
2005,John Thomas,Minnesota Timberwolves,44,111,17,13,97
2005,Kenny Thomas,Philadelphia 76ers,47,530,77,6,308
2005,Kenny Thomas,Sacramento Kings,26,378,75,11,227
2005,Kurt Thomas,New York Knicks,80,916,160,79,831
2005,Tim Thomas,New York Knicks,71,851,110,17,237
2005,Jamaal Tinsley,Indiana Pacers,40,616,257,12,160
2005,Robert Traylor,Cleveland Cavaliers,74,409,61,50,332
2005,Jake Tsakalidis,Memphis Grizzlies,31,78,10,16,56
2005,Nikoloz Tskitishvili,Denver Nuggets,23,34,4,8,29
2005,Nikoloz Tskitishvili,Golden State Warriors,12,16,6,3,12
2005,Hedo Turkoglu,Orlando Magic,67,937,153,18,233
2005,Beno Udrih,San Antonio Spurs,80,471,150,10,83
2005,Nick Van,Portland Trail Blazers,53,586,227,0,161
2005,Keith Van,Milwaukee Bucks,33,342,41,11,165
2005,Keith Van,Dallas Mavericks,29,354,34,10,129
2005,Anderson Varejao,Cleveland Cavaliers,54,266,27,38,257
2005,Jacque Vaughn,New Jersey Nets,71,373,135,1,107
2005,Jake Voskuhl,Phoenix Suns,38,80,17,11,92
2005,Jackson Vroman,Phoenix Suns,10,16,7,2,13
2005,Jackson Vroman,New Orleans Hurricanes,36,196,33,17,162
2005,Sasha Vujacic,Los Angeles Lakers,35,101,51,2,62
2005,Dwyane Wade,Miami Heat,77,1854,520,82,397
2005,Dajuan Wagner,Cleveland Cavaliers,11,44,13,0,2
2005,Antoine Walker,Atlanta Hawks,53,1082,194,32,497
2005,Antoine Walker,Boston Celtics,24,391,71,26,198
2005,Samaki Walker,Washington Wizards,14,24,4,7,18
2005,Ben Wallace,Detroit Pistons,74,721,123,176,902
2005,Gerald Wallace,Charlotte Hornets,70,780,137,91,386
2005,Rasheed Wallace,Detroit Pistons,79,1145,142,115,644
2005,Luke Walton,Los Angeles Lakers,61,198,93,11,142
2005,Charlie Ward,Houston Rockets,14,75,43,0,39
2005,Earl Watson,Memphis Grizzlies,80,615,359,19,164
2005,Clarence Weatherspoon,Houston Rockets,40,123,17,6,122
2005,Chris Webber,Sacramento Kings,46,978,252,34,447
2005,Chris Webber,Philadelphia 76ers,21,328,66,19,165
2005,Bonzi Wells,Memphis Grizzlies,69,721,80,27,229
2005,Jiri Welsch,Boston Celtics,55,415,84,5,139
2005,Jiri Welsch,Cleveland Cavaliers,16,46,19,0,28
2005,David Wesley,New Orleans Hurricanes,26,361,109,1,85
2005,David Wesley,Houston Rockets,54,587,156,8,143
2005,David West,New Orleans Hurricanes,30,186,23,16,129
2005,Delonte West,Boston Celtics,39,175,53,8,65
2005,Jahidi White,Charlotte Hornets,17,42,1,12,34
2005,Rodney White,Denver Nuggets,42,236,36,10,74
2005,Rodney White,Golden State Warriors,16,57,8,1,15
2005,Chris Wilcox,Los Angeles Clippers,54,426,38,24,228
2005,Damien Wilkins,Seattle Supersonics,29,183,26,10,66
2005,Mike Wilks,San Antonio Spurs,48,81,33,1,25
2005,Aaron Williams,New Jersey Nets,19,37,6,5,31
2005,Aaron Williams,Toronto Raptors,23,36,2,3,29
2005,Eric Williams,New Jersey Nets,21,265,42,2,95
2005,Eric Williams,Toronto Raptors,34,159,50,2,77
2005,Frank Williams,Chicago Bulls,9,6,11,3,6
2005,Jason Williams,Memphis Grizzlies,71,719,399,5,122
2005,Jerome Williams,New York Knicks,79,359,41,10,283
2005,Mo Williams,Milwaukee Bucks,80,814,484,11,244
2005,Scott Williams,Cleveland Cavaliers,19,33,8,6,30
2005,Corliss Williamson,Philadelphia 76ers,48,518,43,12,178
