year,player,team,games,points,assists,blocks,rebounds
2002,Primoz Brezec,Indiana Pacers,22,43,6,7,28
2002,Chucky Brown,Sacramento Kings,18,21,6,4,33
2002,Damone Brown,Philadelphia 76ers,17,23,2,1,4
2002,Dee Brown,Orlando Magic,7,7,2,1,9
2002,Ernest Brown,Miami Heat,3,3,0,1,6
2002,Kedrick Brown,Boston Celtics,29,63,15,7,50
2002,Kwame Brown,Washington Wizards,57,258,43,26,198
2002,P.J. Brown,Chicago Hustle,80,669,107,78,786
2002,Randy Brown,Boston Celtics,1,0,2,1,0
2002,Tierre Brown,Houston Rockets,40,123,70,3,42
2002,Rick Brunson,Portland Trail Blazers,59,125,114,2,68
2002,Kobe Bryant,Los Angeles Lakers,80,2019,438,35,441
2002,Mark Bryant,San Antonio Spurs,30,56,10,2,44
2002,Greg Buckner,Dallas Mavericks,44,253,48,19,173
2002,Jud Buechler,Phoenix Suns,6,6,3,0,8
2002,Jud Buechler,Orlando Magic,60,105,29,8,108
2002,Rodney Buford,Memphis Grizzlies,63,591,71,12,272
2002,Matt Bullard,Chicago Hustle,31,105,16,2,47
2002,Mitchell Butler,Portland Trail Blazers,11,29,5,1,14
2002,Jason Caffey,Milwaukee Bucks,23,99,12,5,50
2002,Marcus Camby,New York Knicks,29,322,33,50,322
2002,Elden Campbell,Chicago Hustle,77,1074,102,137,530
2002,Brian Cardinal,Detroit Pistons,8,17,2,0,6
2002,Anthony Carter,Miami Heat,46,198,214,3,117
2002,Vince Carter,Toronto Raptors,60,1484,239,43,313
2002,Sam Cassell,Milwaukee Bucks,74,1461,493,12,312
2002,Kelvin Cato,Houston Rockets,75,493,29,95,525
2002,Tyson Chandler,Chicago Bulls,71,436,54,93,343
2002,Calbert Cheaney,Denver Nuggets,68,494,110,21,240
2002,Chris Childs,Toronto Raptors,69,285,351,5,154
2002,Doug Christie,Sacramento Kings,81,972,340,25,374
2002,Keon Clark,Toronto Raptors,81,915,88,122,603
2002,Speedy Claxton,Philadelphia 76ers,67,480,198,6,160
2002,Mateen Cleaves,Sacramento Kings,32,70,25,0,8
2002,Derrick Coleman,Philadelphia 76ers,58,875,98,51,509
2002,Bimbo Coles,Cleveland Cavaliers,47,149,107,4,55
2002,Jason Collier,Houston Rockets,25,106,9,4,82
2002,Jarron Collins,Utah Jazz,70,450,58,22,296
2002,Jason Collins,New Jersey Nets,77,350,81,47,301
2002,Chris Crawford,Atlanta Hawks,7,53,5,5,25
2002,Jamal Crawford,Chicago Bulls,23,214,55,5,34
2002,Joe Crispin,Los Angeles Lakers,6,10,2,0,1
2002,Joe Crispin,Phoenix Suns,15,69,24,0,10
2002,Austin Croshere,Indiana Pacers,76,516,77,29,294
2002,John Crotty,Utah Jazz,41,284,141,1,75
2002,Vonteego Cummings,Philadelphia 76ers,58,192,60,5,52
2002,Dell Curry,Toronto Raptors,56,360,61,6,81
2002,Eddy Curry,Chicago Bulls,72,483,25,53,272
2002,Michael Curry,Detroit Pistons,82,329,127,10,168
2002,Samuel Dalembert,Philadelphia 76ers,34,51,5,13,68
2002,Erick Dampier,Golden State Warriors,73,554,87,167,387
2002,Antonio Daniels,San Antonio Spurs,82,753,228,12,176
2002,Antonio Davis,Toronto Raptors,77,1113,155,83,740
2002,Baron Davis,Chicago Hustle,82,1484,698,47,349
2002,Dale Davis,Portland Trail Blazers,78,742,96,83,688
2002,Emanual Davis,Atlanta Hawks,28,185,68,5,74
2002,Hubert Davis,Washington Wizards,51,365,107,3,77
2002,Ricky Davis,Cleveland Cavaliers,82,959,178,23,243
2002,Andrew DeClercq,Orlando Magic,61,162,22,24,163
2002,Vinny Del,Phoenix Suns,2,2,2,0,0
2002,Tony Delk,Phoenix Suns,41,435,81,4,124
2002,Tony Delk,Boston Celtics,22,162,51,6,79
2002,Derrick Dial,New Jersey Nets,25,73,31,4,45
2002,Derrick Dial,Toronto Raptors,7,28,4,0,11
2002,Michael Dickerson,Memphis Grizzlies,4,43,9,1,12
2002,DeSagana Diop,Cleveland Cavaliers,18,25,5,10,17
2002,Vlade Divac,Sacramento Kings,80,888,297,94,671
2002,Michael Doleac,Cleveland Cavaliers,42,194,25,11,168
2002,Keyon Dooling,Los Angeles Clippers,14,58,12,3,3
2002,Bryce Drew,Chicago Hustle,61,210,101,2,72
2002,Predrag Drobnjak,Seattle Supersonics,64,437,51,31,219
2002,Chris Dudley,Portland Trail Blazers,43,48,13,14,80
2002,Tim Duncan,San Antonio Spurs,82,2089,307,203,1042
2002,Howard Eisley,New York Knicks,39,171,100,3,49
2002,Obinna Ekezie,Los Angeles Clippers,29,54,3,6,34
2002,LaPhonso Ellis,Miami Heat,66,469,56,37,287
2002,Evan Eschmeyer,Dallas Mavericks,31,62,9,9,98
2002,Maurice Evans,Minnesota Timberwolves,10,21,4,0,4
2002,Patrick Ewing,Orlando Magic,65,390,35,45,263
2002,Danny Ferry,San Antonio Spurs,50,229,48,9,90
2002,Michael Finley,Dallas Mavericks,69,1424,230,25,360
2002,Derek Fisher,Los Angeles Lakers,70,786,181,9,146
2002,Marcus Fizer,Chicago Bulls,76,938,120,24,427
2002,Isaac Fontaine,Memphis Grizzlies,6,11,4,0,5
2002,Alton Ford,Phoenix Suns,53,164,7,7,107
2002,Joseph Forte,Boston Celtics,8,6,6,0,6
2002,Danny Fortson,Golden State Warriors,77,864,127,17,899
2002,Greg Foster,Milwaukee Bucks,6,7,1,0,8
2002,Jeff Foster,Indiana Pacers,82,467,70,38,556
2002,Antonis Fotsis,Memphis Grizzlies,28,108,10,11,62
2002,Tremaine Fowlkes,Los Angeles Clippers,22,74,17,1,64
2002,Rick Fox,Los Angeles Lakers,82,645,283,21,389
2002,Adonal Foyle,Golden State Warriors,79,379,41,168,384
2002,Steve Francis,Houston Rockets,57,1234,362,25,401
2002,Lawrence Funderburke,Sacramento Kings,56,264,32,18,198
2002,Kevin Garnett,Minnesota Timberwolves,81,1714,422,126,981
2002,Dean Garrett,Minnesota Timberwolves,29,28,4,9,47
2002,Dean Garrett,Golden State Warriors,5,8,1,1,10
2002,Pat Garrity,Orlando Magic,80,884,99,28,338
2002,Pau Gasol,Memphis Grizzlies,82,1441,223,169,730
2002,Chris Gatling,Miami Heat,54,345,25,11,206
2002,Matt Geiger,Philadelphia 76ers,4,3,0,2,6
2002,Devean George,Los Angeles Lakers,82,581,111,42,303
2002,Eddie Gill,Memphis Grizzlies,23,116,49,3,28
2002,Kendall Gill,Miami Heat,65,372,100,8,184
2002,Dion Glover,Atlanta Hawks,55,492,84,14,169
2002,Steve Goodrich,New Jersey Nets,9,5,5,2,5
2002,Brian Grant,Miami Heat,72,673,137,31,575
2002,Horace Grant,Orlando Magic,76,608,104,49,481
2002,Adrian Griffin,Dallas Mavericks,58,415,106,12,229
2002,Eddie Griffin,Houston Rockets,73,642,53,134,416
2002,Tom Gugliotta,Phoenix Suns,44,285,77,30,221
2002,A.J. Guyton,Chicago Bulls,45,244,81,7,44
2002,Darvin Ham,Milwaukee Bucks,70,303,73,37,202
2002,Richard Hamilton,Washington Wizards,63,1260,171,14,216
2002,Tang Hamilton,Miami Heat,9,20,5,0,18
2002,Zendon Hamilton,Denver Nuggets,54,324,14,18,253
2002,Anfernee Hardaway,Phoenix Suns,80,959,324,32,350
2002,Tim Hardaway,Dallas Mavericks,54,518,201,8,97
2002,Tim Hardaway,Denver Nuggets,14,134,77,2,27
2002,Matt Harpring,Philadelphia 76ers,81,958,107,5,573
2002,Al Harrington,Indiana Pacers,44,576,54,21,276
2002,Othella Harrington,New York Knicks,77,596,37,36,349
2002,Lucious Harris,New Jersey Nets,74,675,116,6,207
2002,Jason Hart,San Antonio Spurs,10,26,12,1,13
2002,Antonio Harvey,Seattle Supersonics,5,9,5,3,9
2002,Donnell Harvey,Dallas Mavericks,18,38,5,5,46
2002,Donnell Harvey,Denver Nuggets,29,232,32,19,181
2002,Trenton Hassell,Chicago Bulls,78,681,172,44,255
2002,Kirk Haston,Chicago Hustle,15,26,5,1,20
2002,Brendan Haywood,Washington Wizards,62,315,29,91,322
2002,Alan Henderson,Atlanta Hawks,26,143,11,15,97
2002,Cedric Henderson,Golden State Warriors,12,36,4,2,3
2002,Grant Hill,Orlando Magic,14,235,64,4,125
2002,Tyrone Hill,Cleveland Cavaliers,26,209,23,13,274
2002,Fred Hoiberg,Chicago Bulls,79,345,136,5,210
2002,Robert Horry,Los Angeles Lakers,81,550,232,89,479
2002,Eddie House,Miami Heat,64,514,123,5,110
2002,Allan Houston,New York Knicks,77,1567,190,10,252
2002,Juwan Howard,Dallas Mavericks,53,684,93,30,390
2002,Juwan Howard,Denver Nuggets,28,501,76,17,222
2002,Troy Hudson,Orlando Magic,81,950,255,6,145
2002,Larry Hughes,Golden State Warriors,73,895,316,23,245
2002,Lindsey Hunter,Los Angeles Lakers,82,473,129,19,121
2002,Steven Hunter,Orlando Magic,53,189,5,43,97
2002,Zydrunas Ilgauskas,Cleveland Cavaliers,62,690,70,84,334
2002,Allen Iverson,Philadelphia 76ers,60,1883,331,13,269
2002,Bobby Jackson,Sacramento Kings,81,896,164,11,251
2002,Jaren Jackson,Orlando Magic,9,39,8,0,17
2002,Jermaine Jackson,Toronto Raptors,24,57,57,1,27
2002,Jim Jackson,Miami Heat,55,589,140,14,290
2002,Marc Jackson,Golden State Warriors,17,84,7,3,43
2002,Marc Jackson,Minnesota Timberwolves,22,102,7,3,85
2002,Mark Jackson,New York Knicks,82,686,605,1,309
2002,Stephen Jackson,San Antonio Spurs,23,89,11,3,26
2002,Jerome James,Seattle Supersonics,56,298,24,86,232
2002,Mike James,Miami Heat,15,42,19,1,14
2002,Tim James,Philadelphia 76ers,9,12,1,1,7
2002,Antawn Jamison,Golden State Warriors,82,1619,161,45,556
2002,Harold Jamison,Los Angeles Clippers,25,54,6,1,39
2002,Richard Jefferson,New Jersey Nets,79,742,140,48,293
2002,Anthony Johnson,New Jersey Nets,34,94,48,1,29
2002,Avery Johnson,Denver Nuggets,51,481,258,8,64
2002,Avery Johnson,Dallas Mavericks,17,54,28,1,5
2002,DerMarr Johnson,Atlanta Hawks,72,602,81,56,247
2002,Ervin Johnson,Milwaukee Bucks,81,208,27,82,466
2002,Joe Johnson,Boston Celtics,48,304,74,9,139
2002,Joe Johnson,Phoenix Suns,29,277,105,11,118
2002,Alvin Jones,Philadelphia 76ers,23,26,3,9,36
2002,Damon Jones,Detroit Pistons,67,340,140,1,103
2002,Eddie Jones,Miami Heat,81,1480,262,77,378
2002,Jumaine Jones,Cleveland Cavaliers,81,671,116,46,490
2002,Popeye Jones,Washington Wizards,79,554,127,19,578
2002,Michael Jordan,Washington Wizards,60,1375,310,26,339
2002,Shawn Kemp,Portland Trail Blazers,75,454,52,33,288
2002,Steve Kerr,Portland Trail Blazers,65,269,63,1,60
2002,Jason Kidd,New Jersey Nets,82,1208,808,20,595
2002,Andrei Kirilenko,Utah Jazz,82,880,94,159,402
2002,Kerry Kittles,New Jersey Nets,82,1102,216,31,275
2002,Brevin Knight,Memphis Grizzlies,53,371,302,7,109
2002,Travis Knight,New York Knicks,49,98,8,10,104
2002,Toni Kukoc,Atlanta Hawks,59,584,210,17,218
2002,Christian Laettner,Washington Wizards,57,404,151,25,301
2002,Raef LaFrentz,Denver Nuggets,51,759,60,153,379
2002,Raef LaFrentz,Dallas Mavericks,27,292,29,60,200
2002,Trajan Langdon,Cleveland Cavaliers,44,209,60,5,55
2002,Dan Langhi,Houston Rockets,34,107,14,5,67
2002,Rusty LaRue,Utah Jazz,33,193,71,7,49
2002,Voshon Lenard,Denver Nuggets,71,813,130,25,183
2002,Quincy Lewis,Utah Jazz,36,144,36,9,43
2002,Rashard Lewis,Seattle Supersonics,71,1195,123,40,498
2002,Randy Livingston,Seattle Supersonics,13,41,26,2,25
2002,Art Long,Seattle Supersonics,63,285,41,28,251
2002,Grant Long,Memphis Grizzlies,66,417,136,12,231
2002,Felipe Lopez,Minnesota Timberwolves,67,169,39,1,80
2002,Tyronn Lue,Washington Wizards,71,555,246,0,122
2002,George Lynch,Chicago Hustle,45,172,54,14,186
2002,Todd MacCulloch,New Jersey Nets,62,604,78,89,378
2002,Sam Mack,Miami Heat,12,40,4,1,14
2002,Mark Madsen,Los Angeles Lakers,59,167,44,13,162
2002,Corey Maggette,Los Angeles Clippers,63,717,112,19,231
2002,Jamaal Magloire,Chicago Hustle,82,699,31,86,461
2002,Dan Majerle,Phoenix Suns,65,300,90,15,176
2002,Karl Malone,Utah Jazz,80,1788,341,59,686
2002,Danny Manning,Dallas Mavericks,41,165,30,21,108
2002,Stephon Marbury,Phoenix Suns,82,1674,666,13,266
2002,Shawn Marion,Phoenix Suns,81,1547,162,86,803
2002,Sean Marks,Miami Heat,21,96,8,10,75
2002,Donny Marshall,New Jersey Nets,20,30,5,0,21
2002,Donyell Marshall,Utah Jazz,58,859,101,67,443
2002,Darrick Martin,Dallas Mavericks,3,1,3,0,1
2002,Kenyon Martin,New Jersey Nets,73,1086,192,121,388
2002,Jamal Mashburn,Chicago Hustle,40,858,171,6,242
2002,Anthony Mason,Milwaukee Bucks,82,787,346,22,646
2002,Desmond Mason,Seattle Supersonics,75,931,104,27,351
2002,Tony Massenburg,Memphis Grizzlies,73,403,26,31,324
2002,Walter McCarty,Boston Celtics,56,212,41,7,128
2002,Amal McCaskill,San Antonio Spurs,27,52,4,10,36
2002,George McCloud,Denver Nuggets,69,604,204,19,251
2002,Jelani McCoy,Los Angeles Lakers,21,26,7,5,25
2002,Antonio McDyess,Denver Nuggets,10,113,18,8,55
2002,Tracy McGrady,Orlando Magic,76,1948,400,73,597
2002,Jeff McInnis,Los Angeles Clippers,81,1184,500,6,213
2002,Derrick McKey,Philadelphia 76ers,41,119,45,4,127
2002,Aaron McKie,Philadelphia 76ers,48,587,179,14,192
2002,Stanislav Medvedenko,Los Angeles Lakers,71,331,43,11,158
2002,Ron Mercer,Chicago Bulls,40,673,118,10,155
2002,Ron Mercer,Indiana Pacers,13,62,10,3,23
2002,Chris Mihm,Cleveland Cavaliers,74,569,24,89,392
2002,Darius Miles,Los Angeles Clippers,82,779,184,103,453
2002,Andre Miller,Cleveland Cavaliers,81,1335,882,34,379
2002,Brad Miller,Chicago Bulls,48,608,101,29,401
2002,Brad Miller,Indiana Pacers,28,424,51,12,220
2002,Mike Miller,Orlando Magic,63,956,198,23,273
2002,Reggie Miller,Indiana Pacers,79,1304,253,10,219
2002,Chris Mills,Golden State Warriors,66,489,72,13,190
2002,Sam Mitchell,Minnesota Timberwolves,74,244,45,4,82
2002,Cuttino Mobley,Houston Rockets,74,1606,187,37,300
2002,Nazr Mohammed,Atlanta Hawks,82,795,33,61,651
2002,Jerome Moiso,Chicago Hustle,15,16,4,2,25
2002,Eric Montross,Toronto Raptors,49,116,16,23,140
2002,Mikki Moore,Detroit Pistons,30,79,11,9,53
2002,Terence Morris,Houston Rockets,68,255,64,27,211
2002,Hanno Mottola,Atlanta Hawks,82,396,50,19,268
2002,Alonzo Mourning,Miami Heat,75,1178,87,186,632
2002,Troy Murphy,Golden State Warriors,82,480,70,21,322
2002,Lamond Murray,Cleveland Cavaliers,71,1176,157,43,372
2002,Tracy Murray,Toronto Raptors,40,227,19,8,53
2002,Dikembe Mutombo,Philadelphia 76ers,80,920,83,190,863
2002,Mamadou N'Diaye,Toronto Raptors,5,20,0,2,11
2002,Lee Nailon,Chicago Hustle,79,851,94,17,291
2002,Eduardo Najera,Dallas Mavericks,62,400,38,30,342
2002,Steve Nash,Dallas Mavericks,82,1466,634,4,254
2002,Tyrone Nesby,Washington Wizards,70,443,91,22,318
2002,Rasho Nesterovic,Minnesota Timberwolves,82,687,75,109,534
2002,Ira Newble,Atlanta Hawks,42,338,45,20,222
2002,Johnny Newman,Dallas Mavericks,47,198,14,4,49
2002,Moochie Norris,Houston Rockets,82,665,403,4,246
2002,Dirk Nowitzki,Dallas Mavericks,76,1779,186,77,755
2002,Jermaine O'Neal,Indiana Pacers,72,1371,118,166,757
2002,Shaquille O'Neal,Los Angeles Lakers,67,1822,200,137,715
2002,Charles Oakley,Chicago Bulls,57,216,114,11,343
2002,Lamar Odom,Los Angeles Clippers,29,379,171,36,176
2002,Hakeem Olajuwon,Toronto Raptors,61,435,66,90,366
2002,Dean Oliver,Golden State Warriors,20,42,21,0,8
2002,Kevin Ollie,Chicago Bulls,52,304,193,1,128
2002,Kevin Ollie,Indiana Pacers,29,158,98,1,56
2002,Michael Olowokandi,Los Angeles Clippers,80,885,90,145,711
2002,Greg Ostertag,Utah Jazz,74,245,50,109,313
2002,Bo Outlaw,Orlando Magic,10,34,5,9,29
2002,Bo Outlaw,Phoenix Suns,73,342,122,83,335
2002,Doug Overton,Los Angeles Clippers,18,39,13,1,12
2002,Olumide Oyedeji,Seattle Supersonics,36,55,4,2,79
2002,Robert Pack,Minnesota Timberwolves,16,62,49,0,23
2002,Scott Padgett,Utah Jazz,75,500,82,13,285
2002,Milt Palacio,Boston Celtics,41,152,54,3,50
2002,Milt Palacio,Phoenix Suns,28,79,29,1,23
2002,Tony Parker,San Antonio Spurs,77,705,334,7,197
2002,Cherokee Parks,San Antonio Spurs,42,63,10,8,58
2002,Ruben Patterson,Portland Trail Blazers,75,839,107,37,298
2002,Gary Payton,Seattle Supersonics,82,1815,737,26,396
2002,Anthony Peeler,Minnesota Timberwolves,82,737,177,11,206
2002,Mike Penberthy,Los Angeles Lakers,3,5,2,0,2
2002,Elliot Perry,Memphis Grizzlies,2,11,7,0,4
2002,Wesley Person,Cleveland Cavaliers,78,1176,173,37,294
2002,Morris Peterson,Toronto Raptors,63,883,153,11,223
2002,Eric Piatkowski,Los Angeles Clippers,71,626,112,12,184
2002,Paul Pierce,Boston Celtics,82,2144,261,86,566
2002,Scottie Pippen,Portland Trail Blazers,62,659,363,35,321
2002,Scot Pollard,Sacramento Kings,80,509,53,76,565
2002,Mark Pope,Milwaukee Bucks,45,87,17,11,73
2002,Terry Porter,San Antonio Spurs,72,399,205,16,164
2002,James Posey,Denver Nuggets,73,782,180,39,429
2002,Lavor Postell,New York Knicks,23,93,5,0,16
2002,Vitaly Potapenko,Boston Celtics,79,363,30,18,347
2002,Brent Price,Sacramento Kings,20,31,9,1,8
2002,Joel Przybilla,Milwaukee Bucks,71,190,21,118,283
2002,Vladimir Radmanovic,Seattle Supersonics,61,407,81,24,230
2002,Zach Randolph,Portland Trail Blazers,41,114,13,4,69
2002,Theo Ratliff,Atlanta Hawks,3,26,1,8,16
2002,Zeljko Rebraca,Detroit Pistons,74,513,38,73,290
2002,Eldridge Recasner,Chicago Hustle,1,0,0,0,0
2002,Eldridge Recasner,Los Angeles Clippers,5,5,5,0,0
2002,Michael Redd,Milwaukee Bucks,67,767,91,7,224
2002,Don Reid,Orlando Magic,68,224,27,44,176
2002,Glen Rice,Houston Rockets,20,172,31,3,47
2002,Jason Richardson,Golden State Warriors,80,1151,236,31,340
2002,Norm Richardson,Indiana Pacers,3,0,1,0,1
2002,Norm Richardson,Chicago Bulls,8,30,1,0,7
2002,Quentin Richardson,Los Angeles Clippers,81,1076,128,21,334
2002,Mitch Richmond,Los Angeles Lakers,64,260,57,6,94
2002,Isaiah Rider,Denver Nuggets,10,93,12,2,33
2002,Clifford Robinson,Detroit Pistons,80,1166,202,95,386
2002,David Robinson,San Antonio Spurs,78,951,94,140,647
2002,Eddie Robinson,Chicago Bulls,29,262,37,11,78
2002,Glenn Robinson,Milwaukee Bucks,66,1366,168,41,406
2002,Larry Robinson,New York Knicks,2,3,0,0,2
2002,Carlos Rogers,Indiana Pacers,22,59,3,6,38
2002,Rodney Rogers,Phoenix Suns,50,629,72,17,241
2002,Rodney Rogers,Boston Celtics,27,288,40,12,107
2002,Sean Rooks,Los Angeles Clippers,61,183,25,21,124
2002,Jalen Rose,Indiana Pacers,53,982,197,29,249
2002,Jalen Rose,Chicago Bulls,30,714,158,16,124
2002,Malik Rose,San Antonio Spurs,82,772,61,42,492
2002,Michael Ruffin,Philadelphia 76ers,15,16,5,8,51
2002,Bryon Russell,Utah Jazz,66,636,136,19,295
2002,Daniel Santiago,Phoenix Suns,3,8,2,1,7
2002,Jeryl Sasser,Orlando Magic,7,10,2,0,7
2002,Kenny Satterfield,Denver Nuggets,36,189,108,1,52
2002,Brian Scalabrine,New Jersey Nets,28,60,21,2,51
2002,Shawnelle Scott,Denver Nuggets,21,82,8,6,103
2002,Ansu Sesay,Seattle Supersonics,9,58,8,2,20
2002,Brian Shaw,Los Angeles Lakers,58,169,89,3,112
2002,Bobby Simmons,Washington Wizards,30,112,17,5,52
2002,Dickey Simpkins,Atlanta Hawks,1,0,1,0,0
2002,Brian Skinner,Cleveland Cavaliers,65,224,17,61,281
2002,Reggie Slater,New Jersey Nets,4,5,0,0,2
2002,Reggie Slater,Atlanta Hawks,4,16,1,1,7
2002,Charles Smith,San Antonio Spurs,60,441,80,44,133
2002,Jabari Smith,Sacramento Kings,12,18,6,4,14
2002,Jabari Smith,Philadelphia 76ers,11,55,5,2,14
2002,Joe Smith,Minnesota Timberwolves,72,767,82,59,453
2002,Leon Smith,Atlanta Hawks,14,31,3,1,31
2002,Steve Smith,San Antonio Spurs,77,895,151,15,193
2002,Eric Snow,Philadelphia 76ers,61,738,400,9,215
2002,Will Solomon,Memphis Grizzlies,62,321,92,7,68
2002,Felton Spencer,New York Knicks,32,29,3,8,50
2002,Latrell Sprewell,New York Knicks,81,1575,313,14,298
2002,Jerry Stackhouse,Detroit Pistons,76,1629,403,37,315
2002,John Starks,Utah Jazz,66,290,70,0,68
2002,Vladimir Stepania,Miami Heat,67,285,16,44,270
2002,DeShawn Stevenson,Utah Jazz,67,325,116,24,131
2002,Michael Stewart,Toronto Raptors,11,22,3,3,25
2002,Bryant Stith,Cleveland Cavaliers,50,208,42,6,85
2002,John Stockton,Utah Jazz,82,1102,674,24,263
2002,Peja Stojakovic,Sacramento Kings,71,1506,175,14,373
2002,Damon Stoudamire,Portland Trail Blazers,75,1016,490,7,292
2002,Erick Strickland,Boston Celtics,79,606,184,1,213
2002,Mark Strickland,Atlanta Hawks,46,208,20,17,131
2002,Rod Strickland,Miami Heat,76,794,463,11,232
2002,Bruno Sundov,Indiana Pacers,22,32,3,3,21
2002,Bob Sura,Golden State Warriors,78,778,275,17,256
2002,Stromile Swift,Memphis Grizzlies,68,803,50,113,430
2002,Wally Szczerbiak,Minnesota Timberwolves,82,1531,257,21,391
2002,Jason Terry,Atlanta Hawks,78,1504,444,13,270
2002,Etan Thomas,Washington Wizards,47,203,6,35,181
2002,Kenny Thomas,Houston Rockets,72,1015,137,66,516
2002,Kurt Thomas,New York Knicks,82,1143,87,79,747
2002,Tim Thomas,Milwaukee Bucks,74,869,105,32,300
2002,Jamaal Tinsley,Indiana Pacers,80,751,647,40,298
2002,Oscar Torres,Houston Rockets,65,389,40,9,122
2002,Robert Traylor,Chicago Hustle,61,228,37,37,187
2002,Gary Trent,Minnesota Timberwolves,64,478,60,27,270
2002,Jeff Trepagnier,Cleveland Cavaliers,12,18,12,4,12
2002,Jake Tsakalidis,Phoenix Suns,67,491,23,69,374
2002,Hedo Turkoglu,Sacramento Kings,80,810,163,31,363
2002,Nick Van,Denver Nuggets,45,965,365,7,169
2002,Nick Van,Dallas Mavericks,27,357,113,4,85
2002,Keith Van,New Jersey Nets,81,1199,164,42,609
2002,Ratko Varda,Detroit Pistons,1,5,0,0,1
2002,Jacque Vaughn,Atlanta Hawks,82,540,349,2,168
2002,Jake Voskuhl,Phoenix Suns,59,296,18,23,250
2002,Antoine Walker,Boston Celtics,81,1794,407,38,714
2002,Samaki Walker,Los Angeles Lakers,69,460,64,88,481
2002,Ben Wallace,Detroit Pistons,80,609,115,278,1039
2002,Gerald Wallace,Sacramento Kings,54,173,27,6,89
2002,John Wallace,Phoenix Suns,46,231,29,9,85
2002,Rasheed Wallace,Portland Trail Blazers,79,1521,152,101,645
2002,Charlie Ward,New York Knicks,63,326,203,14,127
2002,Earl Watson,Seattle Supersonics,64,231,125,5,83
2002,Clarence Weatherspoon,New York Knicks,56,494,60,48,460
2002,Chris Webber,Sacramento Kings,54,1322,258,76,546
2002,Bonzi Wells,Portland Trail Blazers,74,1255,204,25,444
2002,David Wesley,Chicago Hustle,67,951,236,15,143
2002,Jahidi White,Washington Wizards,71,383,17,75,444
2002,Rodney White,Detroit Pistons,16,56,12,2,18
2002,Chris Whitney,Washington Wizards,82,833,314,6,152
2002,Aaron Williams,New Jersey Nets,82,592,77,76,339
2002,Alvin Williams,Toronto Raptors,82,971,468,26,281
2002,Eric Williams,Boston Celtics,74,472,109,8,221
2002,Jason Williams,Memphis Grizzlies,65,959,519,7,195
2002,Jerome Williams,Toronto Raptors,68,518,75,25,386
2002,Monty Williams,Orlando Magic,68,484,96,17,235
2002,Scott Williams,Denver Nuggets,41,202,13,33,209
2002,Shammond Williams,Seattle Supersonics,50,221,83,2,63
2002,Walt Williams,Houston Rockets,48,450,69,10,162
2002,Corliss Williamson,Detroit Pistons,78,1063,94,26,319
2002,Kevin Willis,Houston Rockets,52,315,14,23,299
2002,Loren Woods,Minnesota Timberwolves,60,110,22,34,122
2002,Metta World,Chicago Bulls,27,421,77,23,131
2002,Metta World,Indiana Pacers,28,306,50,16,140
2002,Lorenzen Wright,Memphis Grizzlies,43,516,44,23,405
2002,Wang Zhizhi,Dallas Mavericks,55,308,22,18,111
2003,Tariq Abdul-Wahad,Dallas Mavericks,14,57,21,3,40
2003,Shareef Abdur-Rahim,Atlanta Hawks,81,1608,242,38,677
2003,Courtney Alexander,New Orleans Hurricanes,66,523,79,6,118
2003,Malik Allen,Miami Heat,80,767,54,78,425
2003,Ray Allen,Milwaukee Bucks,47,1003,164,11,218
2003,Ray Allen,Seattle Supersonics,29,710,170,3,163
2003,Rafer Alston,Toronto Raptors,47,366,192,15,107
2003,John Amaechi,Utah Jazz,50,99,21,7,77
2003,Chris Andersen,Denver Nuggets,59,305,32,60,274
2003,Derek Anderson,Portland Trail Blazers,76,1057,325,16,264
2003,Kenny Anderson,Seattle Supersonics,38,233,121,1,87
2003,Kenny Anderson,New Orleans Hurricanes,23,139,77,4,45
2003,Shandon Anderson,New York Knicks,82,687,87,20,254
2003,Robert Archibald,Memphis Grizzlies,12,19,3,3,17
2003,Gilbert Arenas,Golden State Warriors,82,1497,514,17,386
2003,Brandon Armstrong,New Jersey Nets,17,24,2,1,4
2003,Darrell Armstrong,Orlando Magic,82,769,323,13,295
2003,Carlos Arroyo,Utah Jazz,44,121,53,1,26
2003,Chucky Atkins,Detroit Pistons,65,462,175,4,96
2003,Stacey Augmon,New Orleans Hurricanes,70,212,69,9,119
2003,Dalibor Bagaric,Chicago Bulls,10,19,4,3,20
2003,Vin Baker,Boston Celtics,52,270,29,30,198
2003,Brent Barry,Seattle Supersonics,75,774,384,15,301
2003,Jon Barry,Detroit Pistons,80,555,206,14,180
2003,Maceo Baston,Toronto Raptors,16,40,0,11,23
2003,Mengke Bateer,San Antonio Spurs,12,9,4,0,10
2003,Mike Batiste,Memphis Grizzlies,75,481,52,16,257
2003,Tony Battie,Boston Celtics,67,487,49,81,433
2003,Shane Battier,Memphis Grizzlies,78,756,105,88,345
2003,Lonny Baxter,Chicago Bulls,55,262,16,22,165
2003,Raja Bell,Dallas Mavericks,75,230,57,8,145
2003,Jonathan Bender,Indiana Pacers,46,303,42,56,133
2003,Corey Benjamin,Atlanta Hawks,9,40,10,2,31
2003,Travis Best,Miami Heat,72,603,255,7,147
2003,Mike Bibby,Sacramento Kings,55,875,285,8,147
2003,Chauncey Billups,Detroit Pistons,74,1199,287,15,273
2003,Corie Blount,Chicago Bulls,50,150,50,19,205
2003,Mark Blount,Denver Nuggets,54,281,35,51,183
